state,election_year,county,registered_voters,ballots_cast,president_votes,source_url,source_member
GA,2020,Sumter County,17800,12201,12150,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Sumter_105499_270350-summary.zip"
GA,2020,Talbot County,4563,3544,3522,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Talbot_105500_270335-summary.zip"
GA,2020,Taliaferro County,1245,934,928,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Taliaferro_105501_270803-summary.zip"
GA,2020,Tattnall County,12184,8211,8183,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Tattnall_105502_270257-summary.zip"
GA,2020,Taylor County,5400,3859,3839,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Taylor_105503_269971-summary.zip"
GA,2020,Telfair County,6032,4354,4333,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Telfair_105504_270765-summary.zip"
GA,2020,Terrell County,6594,4437,4416,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Terrell_105505_269934-summary.zip"
GA,2020,Thomas County,30028,21946,21853,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Thomas_105506_270001-summary.zip"
GA,2020,Tift County,24449,16351,16283,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Tift_105507_270028-summary.zip"
GA,2020,Toombs County,0,10963,10914,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Toombs_105508_270454-summary.zip"
GA,2020,Towns County,10693,8016,7979,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Towns_105509_271866-summary.zip"
GA,2020,Treutlen County,0,3095,3077,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Treutlen_105510_269770-summary.zip"
GA,2020,Troup County,42964,30184,30049,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Troup_105511_271833-summary.zip"
GA,2020,Turner County,5582,3809,3792,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Turner_105512_269308-summary.zip"
GA,2020,Twiggs County,6304,4458,4444,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Twiggs_105513_270266-summary.zip"
GA,2020,Union County,19201,15645,15560,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Union_105514_270260-summary.zip"
GA,2020,Upson County,18175,12950,12905,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Upson_105515_270576-summary.zip"
GA,2020,Walker County,42924,29514,29354,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Walker_105516_270392-summary.zip"
GA,2020,Walton County,70006,51294,51095,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Walton_105517_271657-summary.zip"
GA,2020,Ware County,21994,14253,14192,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Ware_105518_271089-summary.zip"
GA,2020,Warren County,3785,2663,2651,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Warren_105519_270816-summary.zip"
GA,2020,Washington County,12990,9506,9459,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Washington_105520_270275-summary.zip"
GA,2020,Wayne County,18104,12810,12778,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Wayne_105521_269961-summary.zip"
GA,2020,Webster County,1705,1400,1390,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Webster_105522_271567-summary.zip"
GA,2020,Wheeler County,0,2298,2285,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Wheeler_105523_270987-summary.zip"
GA,2020,White County,20622,14897,14816,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/White_105524_270541-summary.zip"
GA,2020,Whitfield County,54749,36936,36746,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Whitfield_105525_269978-summary.zip"
GA,2020,Wilcox County,4661,3295,3281,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Wilcox_105526_269560-summary.zip"
GA,2020,Wilkes County,6819,5053,5029,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Wilkes_105527_271747-summary.zip"
GA,2020,Wilkinson County,6470,4792,4770,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Wilkinson_105528_269804-summary.zip"
GA,2020,Worth County,14469,9315,9285,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Worth_105529_270815-summary.zip"
