state,election_year,jurisdiction_name,source_id,source_level,row_method,dem_votes,rep_votes,other_votes,total_votes,source_url
SC,2020,Dorchester County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,33824,41913,1541,77278,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Edgefield County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,4953,8184,167,13304,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Fairfield County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,7382,4625,129,12136,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Florence County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,31153,32615,742,64510,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Georgetown County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,15822,20487,359,36668,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Greenville County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,103030,150021,5104,258155,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Greenwood County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,12145,19431,430,32006,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Hampton County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,5323,3906,76,9305,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Horry County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,59180,118821,1743,179744,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Jasper County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,7185,7078,131,14394,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Kershaw County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,12699,20471,459,33629,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Lancaster County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,18937,30312,619,49868,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Laurens County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,10159,20004,325,30488,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Lee County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,5329,3008,94,8431,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Lexington County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,49301,92817,2450,144568,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
