state,election_year,jurisdiction_name,jurisdiction_geoid,jurisdiction_tag,county,local_unit,source_id,source_level,row_method,source_url,source_display_name,source_jurisdiction_name,dem_votes,rep_votes,other_votes,total_votes,notes
MO,2020,Laclede County,29105,county:29105,Laclede County,Laclede County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Laclede County,Laclede County,2780,13762,250,16792,
MO,2020,Lafayette County,29107,county:29107,Lafayette County,Lafayette County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Lafayette County,Lafayette County,4472,12273,306,17051,
MO,2020,Lawrence County,29109,county:29109,Lawrence County,Lawrence County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Lawrence County,Lawrence County,3214,14426,265,17905,
MO,2020,Lewis County,29111,county:29111,Lewis County,Lewis County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Lewis County,Lewis County,984,3553,72,4609,
MO,2020,Lincoln County,29113,county:29113,Lincoln County,Lincoln County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Lincoln County,Lincoln County,6607,21848,562,29017,
MO,2020,Linn County,29115,county:29115,Linn County,Linn County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Linn County,Linn County,1275,4363,83,5721,
MO,2020,Livingston County,29117,county:29117,Livingston County,Livingston County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Livingston County,Livingston County,1410,5267,80,6757,
MO,2020,Macon County,29121,county:29121,Macon County,Macon County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Macon County,Macon County,1662,6076,98,7836,
MO,2020,Madison County,29123,county:29123,Madison County,Madison County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Madison County,Madison County,1019,4584,73,5676,
MO,2020,Maries County,29125,county:29125,Maries County,Maries County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Maries County,Maries County,814,3892,65,4771,
MO,2020,Marion County,29127,county:29127,Marion County,Marion County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Marion County,Marion County,3202,9915,228,13345,
MO,2020,McDonald County,29119,county:29119,McDonald County,McDonald County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,McDonald County,McDonald County,1439,7465,148,9052,
MO,2020,Mercer County,29129,county:29129,Mercer County,Mercer County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Mercer County,Mercer County,222,1541,16,1779,
MO,2020,Miller County,29131,county:29131,Miller County,Miller County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Miller County,Miller County,2038,10176,166,12380,
MO,2020,Mississippi County,29133,county:29133,Mississippi County,Mississippi County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Mississippi County,Mississippi County,1178,3537,41,4756,
MO,2020,Moniteau County,29135,county:29135,Moniteau County,Moniteau County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Moniteau County,Moniteau County,1308,5744,105,7157,
MO,2020,Monroe County,29137,county:29137,Monroe County,Monroe County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Monroe County,Monroe County,936,3477,70,4483,
MO,2020,Montgomery County,29139,county:29139,Montgomery County,Montgomery County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Montgomery County,Montgomery County,1208,4465,99,5772,
MO,2020,Morgan County,29141,county:29141,Morgan County,Morgan County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Morgan County,Morgan County,1924,7442,121,9487,
MO,2020,New Madrid County,29143,county:29143,New Madrid County,New Madrid County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,New Madrid County,New Madrid County,1748,5447,53,7248,
MO,2020,Newton County,29145,county:29145,Newton County,Newton County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Newton County,Newton County,5818,22120,452,28390,
MO,2020,Nodaway County,29147,county:29147,Nodaway County,Nodaway County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Nodaway County,Nodaway County,2853,6865,170,9888,
MO,2020,Oregon County,29149,county:29149,Oregon County,Oregon County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Oregon County,Oregon County,823,3847,69,4739,
MO,2020,Osage County,29151,county:29151,Osage County,Osage County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Osage County,Osage County,1037,6425,77,7539,
MO,2020,Ozark County,29153,county:29153,Ozark County,Ozark County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Ozark County,Ozark County,752,4064,48,4864,
MO,2020,Pemiscot County,29155,county:29155,Pemiscot County,Pemiscot County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Pemiscot County,Pemiscot County,1560,4120,55,5735,
MO,2020,Perry County,29157,county:29157,Perry County,Perry County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Perry County,Perry County,1664,7657,126,9447,
MO,2020,Pettis County,29159,county:29159,Pettis County,Pettis County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Pettis County,Pettis County,4783,13854,459,19096,
MO,2020,Phelps County,29161,county:29161,Phelps County,Phelps County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Phelps County,Phelps County,5637,13480,441,19558,
MO,2020,Pike County,29163,county:29163,Pike County,Pike County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Pike County,Pike County,1717,5863,115,7695,
MO,2020,Platte County,29165,county:29165,Platte County,Platte County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Platte County,Platte County,27179,28917,1153,57249,
MO,2020,Polk County,29167,county:29167,Polk County,Polk County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Polk County,Polk County,2885,11850,327,15062,
MO,2020,Pulaski County,29169,county:29169,Pulaski County,Pulaski County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Pulaski County,Pulaski County,3740,10329,345,14414,
MO,2020,Putnam County,29171,county:29171,Putnam County,Putnam County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Putnam County,Putnam County,361,1984,16,2361,
MO,2020,Ralls County,29173,county:29173,Ralls County,Ralls County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Ralls County,Ralls County,1205,4396,61,5662,
MO,2020,Randolph County,29175,county:29175,Randolph County,Randolph County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Randolph County,Randolph County,2485,8018,239,10742,
MO,2020,Ray County,29177,county:29177,Ray County,Ray County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Ray County,Ray County,3109,8345,195,11649,
MO,2020,Reynolds County,29179,county:29179,Reynolds County,Reynolds County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Reynolds County,Reynolds County,529,2733,36,3298,
MO,2020,Ripley County,29181,county:29181,Ripley County,Ripley County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Ripley County,Ripley County,833,4839,45,5717,
MO,2020,Saline County,29195,county:29195,Saline County,Saline County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Saline County,Saline County,2904,6451,164,9519,
MO,2020,Schuyler County,29197,county:29197,Schuyler County,Schuyler County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Schuyler County,Schuyler County,373,1606,24,2003,
MO,2020,Scotland County,29199,county:29199,Scotland County,Scotland County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Scotland County,Scotland County,388,1560,36,1984,
MO,2020,Scott County,29201,county:29201,Scott County,Scott County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Scott County,Scott County,3753,13769,196,17718,
MO,2020,Shannon County,29203,county:29203,Shannon County,Shannon County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Shannon County,Shannon County,706,3165,35,3906,
MO,2020,Shelby County,29205,county:29205,Shelby County,Shelby County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Shelby County,Shelby County,592,2700,58,3350,
MO,2020,St. Charles County,29183,county:29183,St. Charles County,St. Charles County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,St. Charles County,St. Charles County,89530,128389,4074,221993,
MO,2020,St. Clair County,29185,county:29185,St. Clair County,St. Clair County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,St. Clair County,St. Clair County,988,3932,54,4974,
MO,2020,St. Francois County,29187,county:29187,St. Francois County,St. Francois County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,St. Francois County,St. Francois County,7044,20511,446,28001,
MO,2020,St. Louis City,29510,county:29510,St. Louis City,St. Louis City,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,St. Louis City,St. Louis City,110089,21474,2230,133793,
MO,2020,St. Louis County,29189,county:29189,St. Louis County,St. Louis County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,St. Louis County,St. Louis County,328151,199493,8575,536219,
MO,2020,Ste. Genevieve County,29186,county:29186,Ste. Genevieve County,Ste. Genevieve County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Ste. Genevieve County,Ste. Genevieve County,2713,6630,141,9484,
MO,2020,Stoddard County,29207,county:29207,Stoddard County,Stoddard County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Stoddard County,Stoddard County,1819,11484,123,13426,
MO,2020,Stone County,29209,county:29209,Stone County,Stone County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Stone County,Stone County,3506,14800,177,18483,
MO,2020,Sullivan County,29211,county:29211,Sullivan County,Sullivan County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Sullivan County,Sullivan County,478,1974,19,2471,
MO,2020,Taney County,29213,county:29213,Taney County,Taney County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Taney County,Taney County,5339,20508,422,26269,
MO,2020,Texas County,29215,county:29215,Texas County,Texas County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Texas County,Texas County,1716,9478,121,11315,
MO,2020,Vernon County,29217,county:29217,Vernon County,Vernon County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Vernon County,Vernon County,1903,7155,127,9185,
MO,2020,Warren County,29219,county:29219,Warren County,Warren County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Warren County,Warren County,4769,13222,382,18373,
MO,2020,Washington County,29221,county:29221,Washington County,Washington County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Washington County,Washington County,1804,8047,121,9972,
MO,2020,Wayne County,29223,county:29223,Wayne County,Wayne County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Wayne County,Wayne County,845,4987,46,5878,
MO,2020,Webster County,29225,county:29225,Webster County,Webster County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Webster County,Webster County,3573,14880,326,18779,
MO,2020,Worth County,29227,county:29227,Worth County,Worth County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Worth County,Worth County,215,877,15,1107,
MO,2020,Wright County,29229,county:29229,Wright County,Wright County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Wright County,Wright County,1168,7453,118,8739,
