state,electionYear,auditName,county,municipality,reportingUnit,auditableEquipment,ballotsAudited,sourceDocumentId,sourceUrl
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,V. Menomonee Falls,Ward 20,ES&S DS200,875,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,V. Menomonee Falls,Ward 8,ES&S DS200,1037,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,V. Merton,Wards 1-4,ES&S DS200,2467,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,V. North Prairie,Wards 1-3,ES&S DS200,1547,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,V. Wales,Wards 1-4,ES&S DS200,2016,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,V. Waukesha,Wards 6-11,ES&S DS200,3572,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waupaca,C. New London,Wards 10-12,Dominion Voting - ImageCast Evolution (ICE),222,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waupaca,T. Wyoming,Ward 1,Dominion Voting - ImageCast Evolution (ICE),210,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waushara,C. Wautoma,Wards 1-3,Dominion Voting - ImageCast Evolution (ICE),938,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waushara,T. Deerfield,Ward 1,Dominion Voting - ImageCast Evolution (ICE),511,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Winnebago,C. Oshkosh,Ward 26,Dominion Voting - ImageCast Evolution (ICE),0,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Winnebago,C. Oshkosh,Ward 27,Dominion Voting - ImageCast Evolution (ICE),0,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Winnebago,C. Oshkosh,Ward 18,Dominion Voting - ImageCast Evolution (ICE),740,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Winnebago,T. Black Wolf,Wards 1-3,Dominion Voting - ImageCast Evolution (ICE),1769,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Winnebago,T. Omro,Wards 1-4,Dominion Voting - ImageCast Evolution (ICE),1758,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Winnebago,T. Rushford,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),1104,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Wood,C. Marshfield,Ward 6,ES&S DS200,931,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Wood,T. Arpin,Wards 1-2,ES&S DS200,569,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Wood,T. Port Edwards,Wards 1-4,ES&S DS200,824,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Wood,T. Rudolph,Wards 1-2,ES&S DS200,656,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Wood,T. Sigel,Wards 1-2,ES&S DS200,689,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Wood,V. Auburndale,Ward 1,ES&S DS200,383,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Wood,V. Milladore,Ward 1,ES&S DS200,162,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
