state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total,source_url
TN,2024,Johnson County,7 City,192,834,11,1037,168,810,16,994,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,06 Green School,997,483,42,1522,1012,482,34,1528,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,09 Eternal Life Harvest,159,35,4,198,159,37,3,199,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,10A Howard Baker Center,3,3,0,6,3,3,0,6,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,10N Fort Sanders,380,222,16,618,390,217,13,620,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,10S Howard Baker Center,174,114,5,293,174,113,5,292,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,11 Central UMC,1125,266,43,1434,1173,258,10,1441,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,12 YWCA,900,131,20,1051,897,125,21,1043,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,13 Fair Garden,1119,282,29,1430,1122,283,28,1433,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,14 Austin-East,451,43,6,500,429,54,7,490,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,15E John T. O'Connor,476,90,10,576,481,86,9,576,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,15W John T. O'Connor,490,106,17,613,499,109,11,619,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,16E Larry Cox Sr Center,1332,856,39,2227,1373,827,34,2234,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,16W Larry Cox Sr Center,816,442,26,1284,838,430,24,1292,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,17 Christenberry,762,395,38,1195,785,385,28,1198,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,18 Lincoln Park,665,357,32,1054,699,328,29,1056,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,19 Thrive Lonsdale,653,322,12,987,652,285,20,957,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,20 Beaumont,406,182,10,598,416,161,19,596,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,23 Westview,335,339,6,680,330,322,18,670,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,24Q Sequoyah Hills,1434,952,55,2441,1456,999,23,2478,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,25 South Knox CC,1371,1101,62,2534,1414,1057,45,2516,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,26 Dogwood,1769,1043,70,2882,1801,1014,54,2869,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,27 South Knox,659,675,35,1369,676,663,25,1364,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,29 Anderson,787,780,39,1606,803,767,33,1603,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,30 Sarah Moore Greene,724,232,22,978,723,233,15,971,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,31 Chilhowee,769,453,26,1248,776,459,14,1249,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,32 Spring Hill,714,655,31,1400,739,628,22,1389,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,33N Richard Yoakley,137,138,3,278,139,135,5,279,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,33S Richard Yoakley,533,537,17,1087,555,513,22,1090,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,33X Richard Yoakley,1,0,0,1,1,0,0,1,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,34 Central,518,406,22,946,525,395,22,942,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,35 Shannondale,912,936,36,1884,923,941,39,1903,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,36 Gresham,1461,1556,75,3092,1507,1526,57,3090,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,37 Inskip Elementary,1491,1533,63,3087,1533,1479,62,3074,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,39E Inskip Rec Center,468,683,22,1173,491,643,22,1156,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,39W Inskip Rec Center,316,398,11,725,323,373,20,716,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,40 Norwood,827,985,30,1842,845,958,26,1829,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,41 Norwood,209,273,9,491,219,254,6,479,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,42 Pleasant Ridge,681,788,35,1504,703,761,40,1504,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,43 West Haven,757,780,24,1561,755,762,37,1554,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,44 Ridgedale,1182,1312,54,2548,1205,1285,45,2535,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,45 Bearden Middle,2041,2299,66,4406,2076,2245,82,4403,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,46 1st Nazarene,1532,1507,59,3098,1546,1497,41,3084,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,47N Bearden High,1407,1105,50,2562,1432,1081,36,2549,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,47S Bearden High,972,730,30,1732,979,719,28,1726,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,48 Pond Gap,736,484,18,1238,737,487,17,1241,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,49N Bearden Elementary,700,269,23,992,713,260,15,988,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,49S Bearden Elementary,160,135,8,303,160,143,3,306,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,50N West High,184,148,11,343,197,135,7,339,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,50S West High,332,187,9,528,333,178,15,526,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,51 Deane Hill Rec Ctr,1061,1455,34,2550,1040,1504,30,2574,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,55 Lonas,1184,1493,51,2728,1200,1470,53,2723,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,56 Heiskell,266,1182,15,1463,282,1151,24,1457,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,57 Hills,77,441,5,523,81,431,10,522,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,58 Pedigo,635,2513,40,3188,674,2461,40,3175,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,59 Brickey,1297,3549,44,4890,1319,3489,60,4868,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,60 Fort Sumter,395,1730,25,2150,419,1690,29,2138,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,61E Halls,879,2585,34,3498,914,2519,47,3480,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,61W Halls,970,3126,43,4139,1007,3064,45,4116,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,62 Hardin Valley,1246,2844,62,4152,1225,2856,64,4145,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,63 Karns,1480,3648,64,5192,1519,3572,85,5176,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,63N Karns North,736,2094,38,2868,748,2082,34,2864,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,64 Solway,1790,3246,91,5127,1808,3226,76,5110,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,65E Concord East,573,934,31,1538,578,940,30,1548,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,65N Concord North,1013,1644,37,2694,1003,1648,41,2692,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,65S Concord South,1487,2513,60,4060,1516,2497,56,4069,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,65SW Concord Southwest,1066,2161,35,3262,1069,2178,33,3280,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,65W Concord West,776,1853,30,2659,771,1858,29,2658,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,66NE E Farragut Middle,628,945,25,1598,631,950,17,1598,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,66NW W Farragut Middle,1983,3678,88,5749,1959,3737,69,5765,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,66SE E Farragut High,1710,3109,60,4879,1702,3114,56,4872,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,66SW W Farragut High,746,1631,25,2402,726,1654,33,2413,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,67 North Cedar Bluff,2000,2397,72,4469,2035,2372,62,4469,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,68 South Cedar Bluff,1460,1773,71,3304,1471,1799,49,3319,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,68E East Cedar Bluff,817,693,36,1546,815,681,36,1532,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,69E Bluegrass,1551,2249,74,3874,1552,2284,48,3884,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,69N West Valley,1498,2015,82,3595,1518,2016,60,3594,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,69S Northshore,1448,2268,55,3771,1450,2286,56,3792,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,69W A. L. Lotts,1629,1924,61,3614,1617,1945,52,3614,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,70E Amherst,1883,3292,65,5240,1873,3290,69,5232,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,70W Ball Camp,2004,2965,84,5053,2006,2946,92,5044,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,71 Rocky Hill,2097,2829,83,5009,2109,2860,73,5042,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,72E Dante East,587,1310,27,1924,601,1289,31,1921,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,72W Dante West,637,1350,20,2007,651,1323,31,2005,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,73E Powell East,861,2300,48,3209,856,2280,50,3186,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,73W Powell West,613,1702,31,2346,646,1659,31,2336,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,74 Shannondale,999,1771,38,2808,1017,1752,41,2810,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,76 Sunnyview,484,1249,24,1757,513,1207,31,1751,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,77 Ramsey,313,597,10,920,318,580,19,917,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,78 Riverdale,146,559,8,713,158,552,4,714,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,79 Dora Kennedy,259,889,8,1156,272,851,16,1139,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,80 Corryton,244,1202,21,1467,255,1192,20,1467,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,81 Gibbs,1046,4630,62,5738,1114,4527,75,5716,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,82 Ellistown,660,1241,24,1925,684,1194,32,1910,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,84 Ritta,1109,2642,54,3805,1152,2600,41,3793,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,85 Skaggston,395,1494,18,1907,422,1453,27,1902,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,86 Carter,387,1536,15,1938,405,1513,17,1935,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,87 Thorngrove,266,1158,14,1438,275,1137,23,1435,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,89 Mt. Olive,1268,1745,44,3057,1295,1718,41,3054,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,90 Bonny Kate,1001,2512,48,3561,1046,2460,41,3547,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,92 Gap Creek,200,704,7,911,218,684,14,916,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Knox County,93 Hopewell,629,1697,22,2348,661,1639,39,2339,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lake County,1 Tiptonville SR Citizens,11,107,0,118,14,96,2,112,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lake County,2 Courthouse,243,643,10,896,210,625,14,849,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lake County,3 Lake Co Middle,175,743,7,925,160,693,16,869,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lauderdale County,Central 6,220,1083,5,1308,211,1033,16,1260,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lauderdale County,Edith 7,64,637,4,705,70,602,8,680,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lauderdale County,Gates 7,156,406,4,566,141,383,12,536,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lauderdale County,Halls 8,327,1035,11,1373,302,989,29,1320,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lauderdale County,Henning 1,314,240,5,559,266,247,14,527,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lauderdale County,Lightfoot 5,63,412,2,477,60,391,6,457,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lauderdale County,McBride 1,121,372,4,497,109,355,13,477,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lauderdale County,Ripley 2,366,661,8,1035,307,656,23,986,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lauderdale County,Ripley 3,416,570,8,994,384,559,16,959,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lauderdale County,Ripley 4,524,217,11,752,461,219,19,699,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,01-1 St. Joseph,83,428,5,516,89,398,13,500,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,01-2 West Loretto,158,460,12,630,153,427,17,597,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,02-1 Loretto,194,889,12,1095,193,846,19,1058,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,03-1 SE Lawrence,87,583,3,673,84,549,11,644,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,03-2 Center Point,90,397,2,489,91,371,8,470,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,04-1 Crossroads,139,1150,8,1297,142,1085,22,1249,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,05-1 Leoma,97,627,2,726,104,586,18,708,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,05-2 Gandy,47,380,5,432,50,357,14,421,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,06-1 Iron City,42,324,1,367,44,296,7,347,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,06-2 West Point,104,579,2,685,99,537,23,659,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,07-1 Southern TN,212,1097,18,1327,186,1050,43,1279,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,08-1 New Prospect,173,1192,10,1375,176,1119,39,1334,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,09-1 Ethridge,75,510,2,587,75,486,12,573,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,09-2 Mars Hill,76,385,3,464,79,361,10,450,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,10-1 Howards,125,894,19,1038,135,841,33,1009,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,11-1 Summertown,171,1046,13,1230,190,994,18,1202,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,12-1 Center,34,261,2,297,31,253,7,291,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,12-2 Henryville,66,676,7,749,74,646,11,731,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,13-1 West End,138,1095,9,1242,133,1047,42,1222,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,14-1 Crawfish Valley,146,690,7,843,144,644,26,814,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,15-1 Salem,175,973,6,1154,173,922,23,1118,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,16-1 Rotary Park,126,378,8,512,120,351,22,493,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,17-1 First Baptist,177,668,2,847,172,618,30,820,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lawrence County,18-1 PSCoC,204,747,7,958,196,700,30,926,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lewis County,1-1,253,476,7,736,248,464,15,727,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lewis County,2-1,91,618,8,717,100,589,12,701,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lewis County,3-1,73,543,6,622,86,511,14,611,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lewis County,4-1,101,615,6,722,97,589,19,705,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lewis County,5-1,110,647,7,764,111,618,17,746,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lewis County,6-1,100,491,5,596,104,463,11,578,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lewis County,7-1,67,542,0,609,60,508,16,584,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lewis County,8-1,89,493,3,585,89,463,17,569,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lewis County,9-1,107,427,5,539,107,408,13,528,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,1-1 Cash Point,125,776,7,908,113,759,22,894,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,1-2 Kirkland,93,608,8,709,91,588,12,691,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,1-3 Taft,82,495,3,580,76,476,6,558,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,2-1 McBurg,127,772,6,905,114,757,13,884,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,2-2 Howell,116,610,8,734,101,593,15,709,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,2-3 Petersburg,82,491,7,580,78,480,9,567,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,3-1 Recreation Center,251,552,11,814,217,537,20,774,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,3-2 Liberty,177,950,14,1141,169,922,24,1115,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,4-1 Maranatha,170,908,9,1087,152,867,24,1043,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,4-2 FNB,156,852,4,1012,149,827,20,996,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,5-1 Calvary,138,754,3,895,133,731,8,872,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,5-2 West End,285,292,9,586,258,279,13,550,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
