state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total,source_url
TN,2024,Davidson County,26-1,635,397,18,1050,641,379,15,1035,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,26-2,1691,1743,69,3503,1678,1762,56,3496,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,26-3,1079,940,51,2070,1078,929,41,2048,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,26-4,1280,955,53,2288,1274,920,62,2256,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,27-1,653,418,33,1104,654,389,33,1076,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,27-3,1353,1006,62,2421,1380,950,45,2375,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,27-4,698,470,30,1198,688,457,34,1179,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,28-1,7,5,0,12,7,5,0,12,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,28-2,251,176,7,434,249,162,10,421,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,28-3,789,424,24,1237,751,378,38,1167,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,28-4,672,205,13,890,646,184,20,850,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,28-5,1057,414,24,1495,1034,373,30,1437,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,29-1,927,321,15,1263,891,315,26,1232,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,29-2,1187,347,16,1550,1139,323,36,1498,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,29-3,764,329,21,1114,756,305,19,1080,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,29-4,1466,747,37,2250,1448,708,40,2196,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,30-1,673,434,34,1141,669,389,37,1095,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,30-2,610,297,21,928,606,258,27,891,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,30-3,742,367,34,1143,729,345,31,1105,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,31-1,164,74,7,245,166,63,5,234,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,31-2,1861,1280,74,3215,1846,1233,91,3170,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,31-3,1429,1304,67,2800,1421,1285,49,2755,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,31-4,1375,706,49,2130,1385,640,51,2076,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,32-1,361,91,5,457,342,87,12,441,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,32-2,742,185,15,942,727,165,29,921,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,32-3,1776,537,39,2352,1728,510,46,2284,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,32-4,1306,349,47,1702,1285,317,51,1653,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,33-1,1398,1433,48,2879,1369,1417,58,2844,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,33-2,1176,540,32,1748,1150,491,49,1690,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,33-3,23,24,1,48,23,22,0,45,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,33-4,911,337,28,1276,889,297,39,1225,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,33-5,261,94,8,363,252,92,11,355,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,33-6,507,334,27,868,491,300,35,826,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,34-1,1572,1665,55,3292,1524,1714,43,3281,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,34-2,661,893,35,1589,654,917,19,1590,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,34-3,845,470,30,1345,828,468,33,1329,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,34-4,1421,1030,32,2483,1383,1063,32,2478,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,34-5,1445,1114,39,2598,1390,1147,46,2583,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,34-6,86,60,1,147,81,61,2,144,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,35-1,166,333,9,508,163,329,12,504,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,35-2,1735,1741,75,3551,1711,1739,49,3499,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,35-3,1685,1274,69,3028,1659,1282,62,3003,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,35-4,598,449,15,1062,586,433,15,1034,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,35-5,1748,1679,99,3526,1759,1640,74,3473,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Decatur County,1-1 Dunbar,110,597,4,711,107,571,7,685,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Decatur County,2-1 Scotts Hill,69,531,6,606,68,507,13,588,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Decatur County,3-1 Decaturville,100,516,7,623,90,504,13,607,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Decatur County,4-1 Decaturville,134,492,6,632,141,461,14,616,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Decatur County,5-1 Parsons,110,428,3,541,105,414,11,530,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Decatur County,6-1 Parsons,68,409,5,482,62,395,8,465,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Decatur County,7-1 Crossroads,92,533,8,633,94,523,10,627,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Decatur County,8-1 Parsons,75,568,6,649,79,540,8,627,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Decatur County,9-1 Beacon,61,522,6,589,65,495,13,573,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,1-1 Alexandria,175,802,8,985,185,739,26,950,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,1-2 Temperence Hall,61,367,2,430,60,356,6,422,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,2-1 Liberty,136,639,10,785,150,588,23,761,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,2-3 Snows Hill,102,459,8,569,102,437,17,556,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,3-1 Church of God,264,1048,14,1326,277,966,29,1272,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,4-2 Rock Castle,40,133,1,174,38,126,2,166,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,4-3 Courthouse,289,1011,13,1313,276,963,28,1267,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,5-1 Johnson Chapel,81,388,2,471,81,388,4,473,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,5-2 County Complex,158,749,12,919,155,698,22,875,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,6-2 Keltonburg,128,620,5,753,112,592,9,713,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,6-3 Blue Springs,66,483,4,553,61,462,6,529,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,DeKalb County,7-1 Church of Christ,206,900,12,1118,210,822,19,1051,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Dickson County,1-1,444,1711,27,2182,463,1633,37,2133,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Dickson County,10-1,583,1580,33,2196,591,1515,51,2157,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Dickson County,11-1,571,1242,30,1843,555,1199,54,1808,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Dickson County,12-1,636,1841,22,2499,659,1757,60,2476,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
