state,election_year,county,jurisdiction_tag,local_unit,level,dem_candidate,rep_candidate,dem_votes,rep_votes,other_votes,total_votes,comparison_contest,comparison_dem_candidate,comparison_rep_candidate,comparison_dem_votes,comparison_rep_votes,comparison_other_votes,coverage_mode,source_id,comparison_source_id,source_url
NC,2016,Buncombe County,county:37021,Buncombe County,county,Hillary Clinton,Donald J. Trump,75452,55716,7779,138947,US SENATE,Deborah K. Ross,Richard Burr,75897,56086,5533,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Burke County,county:37023,Burke County,county,Hillary Clinton,Donald J. Trump,11251,26238,1431,38920,US SENATE,Deborah K. Ross,Richard Burr,11471,25165,1772,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Cabarrus County,county:37025,Cabarrus County,county,Hillary Clinton,Donald J. Trump,35521,53819,3949,93289,US SENATE,Deborah K. Ross,Richard Burr,34266,53723,4382,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Caldwell County,county:37027,Caldwell County,county,Hillary Clinton,Donald J. Trump,8425,26621,1274,36320,US SENATE,Deborah K. Ross,Richard Burr,8538,25532,1847,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Camden County,county:37029,Camden County,county,Hillary Clinton,Donald J. Trump,1274,3546,186,5006,US SENATE,Deborah K. Ross,Richard Burr,1279,3401,180,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Carteret County,county:37031,Carteret County,county,Hillary Clinton,Donald J. Trump,9939,26569,1273,37781,US SENATE,Deborah K. Ross,Richard Burr,9668,26189,1531,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Caswell County,county:37033,Caswell County,county,Hillary Clinton,Donald J. Trump,4792,6026,252,11070,US SENATE,Deborah K. Ross,Richard Burr,4671,5991,275,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Catawba County,county:37035,Catawba County,county,Hillary Clinton,Donald J. Trump,21216,48324,2811,72351,US SENATE,Deborah K. Ross,Richard Burr,20744,47232,3461,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Chatham County,county:37037,Chatham County,county,Hillary Clinton,Donald J. Trump,21065,17105,1679,39849,US SENATE,Deborah K. Ross,Richard Burr,20530,18049,1122,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Cherokee County,county:37039,Cherokee County,county,Hillary Clinton,Donald J. Trump,2860,10844,477,14181,US SENATE,Deborah K. Ross,Richard Burr,3210,10116,489,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Chowan County,county:37041,Chowan County,county,Hillary Clinton,Donald J. Trump,2992,4014,222,7228,US SENATE,Deborah K. Ross,Richard Burr,2881,4027,133,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Clay County,county:37043,Clay County,county,Hillary Clinton,Donald J. Trump,1367,4437,206,6010,US SENATE,Deborah K. Ross,Richard Burr,1482,4183,192,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Cleveland County,county:37045,Cleveland County,county,Hillary Clinton,Donald J. Trump,14964,28479,1230,44673,US SENATE,Deborah K. Ross,Richard Burr,15025,27491,1605,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Columbus County,county:37047,Columbus County,county,Hillary Clinton,Donald J. Trump,9063,14272,397,23732,US SENATE,Deborah K. Ross,Richard Burr,8841,13637,750,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Craven County,county:37049,Craven County,county,Hillary Clinton,Donald J. Trump,17630,27731,1640,47001,US SENATE,Deborah K. Ross,Richard Burr,16955,27741,1778,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Cumberland County,county:37051,Cumberland County,county,Hillary Clinton,Donald J. Trump,71605,51265,4636,127506,US SENATE,Deborah K. Ross,Richard Burr,69733,51902,4266,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Currituck County,county:37053,Currituck County,county,Hillary Clinton,Donald J. Trump,2913,9163,593,12669,US SENATE,Deborah K. Ross,Richard Burr,2999,8921,417,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Dare County,county:37055,Dare County,county,Hillary Clinton,Donald J. Trump,7222,11460,927,19609,US SENATE,Deborah K. Ross,Richard Burr,7226,11393,590,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Davidson County,county:37057,Davidson County,county,Hillary Clinton,Donald J. Trump,18109,54317,2430,74856,US SENATE,Deborah K. Ross,Richard Burr,17753,53535,2863,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Davie County,county:37059,Davie County,county,Hillary Clinton,Donald J. Trump,5270,15602,884,21756,US SENATE,Deborah K. Ross,Richard Burr,5117,15568,929,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Duplin County,county:37061,Duplin County,county,Hillary Clinton,Donald J. Trump,8283,12217,356,20856,US SENATE,Deborah K. Ross,Richard Burr,8013,12002,542,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Durham County,county:37063,Durham County,county,Hillary Clinton,Donald J. Trump,121250,28350,6534,156134,US SENATE,Deborah K. Ross,Richard Burr,117884,33718,3638,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Edgecombe County,county:37065,Edgecombe County,county,Hillary Clinton,Donald J. Trump,16224,8261,401,24886,US SENATE,Deborah K. Ross,Richard Burr,15847,8353,445,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Forsyth County,county:37067,Forsyth County,county,Hillary Clinton,Donald J. Trump,94464,75975,7873,178312,US SENATE,Deborah K. Ross,Richard Burr,89666,82004,5543,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Franklin County,county:37069,Franklin County,county,Hillary Clinton,Donald J. Trump,12874,16368,1126,30368,US SENATE,Deborah K. Ross,Richard Burr,12880,16279,1038,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Gaston County,county:37071,Gaston County,county,Hillary Clinton,Donald J. Trump,31177,61798,3456,96431,US SENATE,Deborah K. Ross,Richard Burr,30582,60298,4388,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Gates County,county:37073,Gates County,county,Hillary Clinton,Donald J. Trump,2385,2874,133,5392,US SENATE,Deborah K. Ross,Richard Burr,2316,2821,129,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Graham County,county:37075,Graham County,county,Hillary Clinton,Donald J. Trump,768,3283,117,4168,US SENATE,Deborah K. Ross,Richard Burr,872,2935,174,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Granville County,county:37077,Granville County,county,Hillary Clinton,Donald J. Trump,12909,13591,853,27353,US SENATE,Deborah K. Ross,Richard Burr,12758,13580,825,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Greene County,county:37079,Greene County,county,Hillary Clinton,Donald J. Trump,3605,4374,116,8095,US SENATE,Deborah K. Ross,Richard Burr,3518,4280,202,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Guilford County,county:37081,Guilford County,county,Hillary Clinton,Donald J. Trump,149248,98062,10095,257405,US SENATE,Deborah K. Ross,Richard Burr,143914,103341,7677,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Halifax County,county:37083,Halifax County,county,Hillary Clinton,Donald J. Trump,15748,9031,388,25167,US SENATE,Deborah K. Ross,Richard Burr,15601,8983,417,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Harnett County,county:37085,Harnett County,county,Hillary Clinton,Donald J. Trump,16737,27614,1714,46065,US SENATE,Deborah K. Ross,Richard Burr,16821,27305,1639,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Haywood County,county:37087,Haywood County,county,Hillary Clinton,Donald J. Trump,10473,18929,1325,30727,US SENATE,Deborah K. Ross,Richard Burr,10953,17873,1471,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Henderson County,county:37089,Henderson County,county,Hillary Clinton,Donald J. Trump,19827,35809,2540,58176,US SENATE,Deborah K. Ross,Richard Burr,19793,35486,2229,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Hertford County,county:37091,Hertford County,county,Hillary Clinton,Donald J. Trump,6910,3099,177,10186,US SENATE,Deborah K. Ross,Richard Burr,6714,3116,120,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Hoke County,county:37093,Hoke County,county,Hillary Clinton,Donald J. Trump,9726,7760,744,18230,US SENATE,Deborah K. Ross,Richard Burr,9561,7669,723,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Hyde County,county:37095,Hyde County,county,Hillary Clinton,Donald J. Trump,965,1288,51,2304,US SENATE,Deborah K. Ross,Richard Burr,949,1244,77,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Iredell County,county:37097,Iredell County,county,Hillary Clinton,Donald J. Trump,24734,54754,3079,82567,US SENATE,Deborah K. Ross,Richard Burr,24187,53125,4248,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Jackson County,county:37099,Jackson County,county,Hillary Clinton,Donald J. Trump,7713,9870,1130,18713,US SENATE,Deborah K. Ross,Richard Burr,8014,9628,857,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Johnston County,county:37101,Johnston County,county,Hillary Clinton,Donald J. Trump,28362,54372,3175,85909,US SENATE,Deborah K. Ross,Richard Burr,28279,53977,2988,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Jones County,county:37103,Jones County,county,Hillary Clinton,Donald J. Trump,2065,2974,96,5135,US SENATE,Deborah K. Ross,Richard Burr,2001,2911,157,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Lee County,county:37105,Lee County,county,Hillary Clinton,Donald J. Trump,10469,13712,903,25084,US SENATE,Deborah K. Ross,Richard Burr,10392,13535,864,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Lenoir County,county:37107,Lenoir County,county,Hillary Clinton,Donald J. Trump,12634,13613,560,26807,US SENATE,Deborah K. Ross,Richard Burr,12297,13518,640,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Lincoln County,county:37109,Lincoln County,county,Hillary Clinton,Donald J. Trump,9897,28806,1320,40023,US SENATE,Deborah K. Ross,Richard Burr,9798,27867,1915,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,McDowell County,county:37111,McDowell County,county,Hillary Clinton,Donald J. Trump,4667,14568,640,19875,US SENATE,Deborah K. Ross,Richard Burr,4901,13671,960,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Macon County,county:37113,Macon County,county,Hillary Clinton,Donald J. Trump,4876,12127,731,17734,US SENATE,Deborah K. Ross,Richard Burr,5367,11357,745,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Madison County,county:37115,Madison County,county,Hillary Clinton,Donald J. Trump,3926,6783,560,11269,US SENATE,Deborah K. Ross,Richard Burr,4271,6286,505,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Martin County,county:37117,Martin County,county,Hillary Clinton,Donald J. Trump,5846,5897,221,11964,US SENATE,Deborah K. Ross,Richard Burr,5678,5825,315,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Mecklenburg County,county:37119,Mecklenburg County,county,Hillary Clinton,Donald J. Trump,294562,155518,22777,472857,US SENATE,Deborah K. Ross,Richard Burr,277020,173272,17255,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Mitchell County,county:37121,Mitchell County,county,Hillary Clinton,Donald J. Trump,1596,6282,218,8096,US SENATE,Deborah K. Ross,Richard Burr,1714,5951,277,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Montgomery County,county:37123,Montgomery County,county,Hillary Clinton,Donald J. Trump,4150,7130,260,11540,US SENATE,Deborah K. Ross,Richard Burr,4206,6838,396,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Moore County,county:37125,Moore County,county,Hillary Clinton,Donald J. Trump,16329,30490,1873,48692,US SENATE,Deborah K. Ross,Richard Burr,16059,30724,1556,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Nash County,county:37127,Nash County,county,Hillary Clinton,Donald J. Trump,23235,23319,1111,47665,US SENATE,Deborah K. Ross,Richard Burr,23093,23450,933,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,New Hanover County,county:37129,New Hanover County,county,Hillary Clinton,Donald J. Trump,50979,55344,5582,111905,US SENATE,Deborah K. Ross,Richard Burr,48994,56153,5068,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Northampton County,county:37131,Northampton County,county,Hillary Clinton,Donald J. Trump,6144,3582,122,9848,US SENATE,Deborah K. Ross,Richard Burr,6065,3511,148,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Onslow County,county:37133,Onslow County,county,Hillary Clinton,Donald J. Trump,17514,37122,2499,57135,US SENATE,Deborah K. Ross,Richard Burr,17029,36180,2907,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Orange County,county:37135,Orange County,county,Hillary Clinton,Donald J. Trump,59923,18557,3860,82340,US SENATE,Deborah K. Ross,Richard Burr,57877,21884,2055,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Pamlico County,county:37137,Pamlico County,county,Hillary Clinton,Donald J. Trump,2448,4258,164,6870,US SENATE,Deborah K. Ross,Richard Burr,2374,4200,206,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Pasquotank County,county:37139,Pasquotank County,county,Hillary Clinton,Donald J. Trump,8615,8180,596,17391,US SENATE,Deborah K. Ross,Richard Burr,8579,8083,443,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Pender County,county:37141,Pender County,county,Hillary Clinton,Donald J. Trump,9354,17639,892,27885,US SENATE,Deborah K. Ross,Richard Burr,9087,17180,1161,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Perquimans County,county:37143,Perquimans County,county,Hillary Clinton,Donald J. Trump,2319,4177,212,6708,US SENATE,Deborah K. Ross,Richard Burr,2281,4153,131,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Person County,county:37145,Person County,county,Hillary Clinton,Donald J. Trump,7833,11185,597,19615,US SENATE,Deborah K. Ross,Richard Burr,7765,11033,565,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Pitt County,county:37147,Pitt County,county,Hillary Clinton,Donald J. Trump,41824,35691,3012,80527,US SENATE,Deborah K. Ross,Richard Burr,40062,37150,2435,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Polk County,county:37149,Polk County,county,Hillary Clinton,Donald J. Trump,3735,6768,431,10934,US SENATE,Deborah K. Ross,Richard Burr,3970,6362,383,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
NC,2016,Randolph County,county:37151,Randolph County,county,Hillary Clinton,Donald J. Trump,13194,49430,1951,64575,US SENATE,Deborah K. Ross,Richard Burr,13208,48048,2732,presidentVsUSSenateCounty,nc-2016-results-precinct-zip,nc-2016-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2016_11_08/results_pct_20161108.zip
