town_id,town_name,planning_region_geoid,planning_region_name,jurisdiction_tag,harris_and_walz,trump_and_vance,stein_and_ware,oliver_and_ter_maat,kennedy_jr_and_shanahan,ayyadurai_and_ellis,de_la_cruz_and_garcia,fox_and_mcvay,mcneil_and_mcneil,potus_and_kennedy,sonski_and_onak,west_and_abdullah,other_votes,total_votes,ballot_page,write_in_page_1,write_in_page_2,source_id,source_url
128,Simsbury,09110,Capitol Planning Region,county:09110,10271,5498,108,94,108,0,5,0,0,0,0,1,316,16085,16,24,32,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
129,Somers,09110,Capitol Planning Region,county:09110,2349,3376,33,18,27,0,1,0,0,0,2,0,81,5806,16,24,32,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
130,Southbury,09140,Naugatuck Valley Planning Region,county:09140,6341,6217,88,51,59,0,0,0,0,0,0,0,198,12756,16,24,32,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
131,Southington,09110,Capitol Planning Region,county:09110,12319,13755,144,90,152,0,3,0,0,0,2,2,393,26467,16,24,32,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
132,South Windsor,09110,Capitol Planning Region,county:09110,8554,5715,200,76,81,0,6,0,0,0,5,5,373,14642,16,24,32,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
133,Sprague,09180,Southeastern Connecticut Planning Region,county:09180,630,863,12,5,8,0,9,0,0,0,4,0,38,1531,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
134,Stafford,09110,Capitol Planning Region,county:09110,2698,3685,30,28,38,0,0,0,0,0,1,0,97,6480,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
135,Stamford,09190,Western Connecticut Planning Region,county:09190,35570,20370,493,196,223,1,7,1,0,0,5,4,930,56870,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
136,Sterling,09150,Northeastern Connecticut Planning Region,county:09150,588,1403,13,8,9,0,0,0,0,0,0,0,30,2021,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
137,Stonington,09180,Southeastern Connecticut Planning Region,county:09180,7379,4224,72,45,62,0,0,0,0,0,0,0,179,11782,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
138,Stratford,09120,Greater Bridgeport Planning Region,county:09120,15708,10812,165,48,99,0,0,0,0,0,2,0,314,26834,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
139,Suffield,09110,Capitol Planning Region,county:09110,4164,4331,51,39,47,0,0,0,0,0,5,0,142,8637,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
140,Thomaston,09140,Naugatuck Valley Planning Region,county:09140,1436,2922,15,16,23,0,0,0,0,0,0,0,54,4412,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
141,Thompson,09150,Northeastern Connecticut Planning Region,county:09150,1800,3077,22,11,27,0,0,0,0,0,0,0,60,4937,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
142,Tolland,09110,Capitol Planning Region,county:09110,4865,4193,64,42,74,0,1,0,0,0,0,0,181,9239,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
143,Torrington,09160,Northwest Hills Planning Region,county:09160,6881,9168,105,60,82,0,0,0,0,0,0,0,247,16296,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
144,Trumbull,09120,Greater Bridgeport Planning Region,county:09120,11294,10202,196,93,114,0,0,0,0,0,0,0,403,21899,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
145,Union,09150,Northeastern Connecticut Planning Region,county:09150,235,315,2,7,3,0,0,0,0,0,0,0,12,562,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
146,Vernon,09110,Capitol Planning Region,county:09110,8723,6020,134,68,69,0,6,0,0,0,0,0,277,15020,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
147,Voluntown,09150,Northeastern Connecticut Planning Region,county:09150,575,929,16,8,11,0,1,0,0,0,0,1,37,1541,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
148,Wallingford,09170,South Central Connecticut Planning Region,county:09170,12465,11812,191,85,141,1,2,0,0,0,3,2,425,24702,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
149,Warren,09160,Northwest Hills Planning Region,county:09160,487,464,2,7,0,0,0,0,0,0,0,0,9,960,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
150,Washington,09160,Northwest Hills Planning Region,county:09160,1456,742,11,11,5,0,0,0,0,0,0,0,27,2225,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
151,Waterbury,09140,Naugatuck Valley Planning Region,county:09140,18328,14723,204,58,120,0,3,0,0,0,1,1,387,33438,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
152,Waterford,09180,Southeastern Connecticut Planning Region,county:09180,6582,5309,81,59,61,0,2,0,0,0,2,0,205,12096,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
153,Watertown,09140,Naugatuck Valley Planning Region,county:09140,4307,8102,64,39,57,0,1,0,0,0,1,5,167,12576,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
154,Westbrook,09130,Lower Connecticut River Valley Planning Region,county:09130,2178,2006,13,13,22,0,1,0,0,0,0,0,49,4233,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
155,West Hartford,09110,Capitol Planning Region,county:09110,26254,8494,378,154,167,0,6,0,0,0,3,8,716,35464,17,25,33,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
156,West Haven,09170,South Central Connecticut Planning Region,county:09170,12310,7949,157,38,63,0,0,0,0,0,0,0,258,20517,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
157,Weston,09190,Western Connecticut Planning Region,county:09190,4294,1797,55,29,30,0,1,0,0,0,0,1,116,6207,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
158,Westport,09190,Western Connecticut Planning Region,county:09190,11769,4476,89,83,63,0,1,0,0,0,0,1,237,16482,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
159,Wethersfield,09110,Capitol Planning Region,county:09110,8807,6462,142,57,80,0,11,2,0,0,1,0,293,15562,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
160,Willington,09110,Capitol Planning Region,county:09110,1489,1620,29,21,20,0,1,0,0,0,0,1,72,3181,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
161,Wilton,09190,Western Connecticut Planning Region,county:09190,7054,3689,99,60,48,0,0,0,0,0,0,0,207,10950,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
162,Winchester,09160,Northwest Hills Planning Region,county:09160,2310,3000,39,22,33,0,0,0,0,0,0,0,94,5404,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
163,Windham,09180,Southeastern Connecticut Planning Region,county:09180,4718,3127,81,33,53,0,2,0,0,0,3,3,175,8020,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
164,Windsor,09110,Capitol Planning Region,county:09110,12280,4176,191,55,72,0,2,0,0,0,9,0,329,16785,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
165,Windsor Locks,09110,Capitol Planning Region,county:09110,3402,3169,66,16,27,0,2,0,0,0,0,0,111,6682,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
166,Wolcott,09140,Naugatuck Valley Planning Region,county:09140,3189,6343,76,24,45,0,0,0,0,0,0,1,146,9678,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
167,Woodbridge,09170,South Central Connecticut Planning Region,county:09170,3515,1800,61,17,31,0,1,0,0,0,0,0,110,5425,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
168,Woodbury,09140,Naugatuck Valley Planning Region,county:09140,3091,3278,28,22,31,0,4,0,0,0,0,4,89,6458,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
169,Woodstock,09150,Northeastern Connecticut Planning Region,county:09150,2451,2639,27,27,26,0,0,0,0,0,0,0,80,5170,18,26,34,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
