"Precinct","Tally Type","Registration","Turnout","Total Votes","Harris, Kamala D.","Oliver, Chase","Skousen, Joel","Trump, Donald J.","None of These Candidates"
"5041","Election Day",434,59,59,"31","1","0","27","0"
"5041","Early Vote",434,83,83,"36","1","0","46","0"
"5041","Mail",434,109,108,"62","2","1","36","7"
"5042","Totals",772,551,550,"271","0","0","275","4"
"5042","Election Day",772,119,119,"71","0","0","47","1"
"5042","Early Vote",772,225,225,"76","0","0","147","2"
"5042","Mail",772,207,206,"124","0","0","81","1"
"5044","Totals",1684,865,862,"468","3","2","373","16"
"5044","Election Day",1684,295,293,"151","3","1","133","5"
"5044","Early Vote",1684,194,194,"81","0","0","111","2"
"5044","Mail",1684,376,375,"236","0","1","129","9"
"5045","Totals",1852,904,902,"521","2","1","363","15"
"5045","Election Day",1852,254,253,"142","0","0","107","4"
"5045","Early Vote",1852,299,299,"145","0","0","153","1"
"5045","Mail",1852,351,350,"234","2","1","103","10"
"5046","Totals",2379,1340,1334,"803","4","0","501","26"
"5046","Election Day",2379,437,434,"242","2","0","181","9"
"5046","Early Vote",2379,432,430,"239","0","0","188","3"
"5046","Mail",2379,471,470,"322","2","0","132","14"
"5047","Totals",2404,1439,1435,"643","4","1","771","16"
"5047","Election Day",2404,205,205,"99","1","0","103","2"
"5047","Early Vote",2404,386,384,"135","0","1","247","1"
"5047","Mail",2404,848,846,"409","3","0","421","13"
"5048","Totals",233,65,65,"33","1","0","30","1"
"5048","Election Day",233,27,27,"15","1","0","11","0"
"5048","Early Vote",233,9,9,"*","*","*","*","*"
"5048","Mail",233,29,29,"15","0","0","13","1"
"5049","Totals",784,550,550,"287","5","1","251","6"
"5049","Election Day",784,80,80,"34","2","0","42","2"
"5049","Early Vote",784,216,216,"97","2","0","117","0"
"5049","Mail",784,254,254,"156","1","1","92","4"
"5050","Totals",1,1,1,"*","*","*","*","*"
"5050","Election Day",1,0,0,"0","0","0","0","0"
"5050","Early Vote",1,0,0,"0","0","0","0","0"
"5050","Mail",1,1,1,"*","*","*","*","*"
"5323","Totals",3073,1774,1769,"1078","6","1","654","30"
"5323","Election Day",3073,457,457,"268","4","1","172","12"
"5323","Early Vote",3073,664,661,"361","0","0","293","7"
"5323","Mail",3073,653,651,"449","2","0","189","11"
"5324","Totals",2540,1781,1774,"850","3","2","900","19"
"5324","Election Day",2540,406,406,"180","1","1","216","8"
"5324","Early Vote",2540,751,749,"302","2","1","444","0"
"5324","Mail",2540,624,619,"368","0","0","240","11"
"5330","Totals",2955,1927,1925,"1111","3","4","784","23"
"5330","Election Day",2955,480,480,"259","0","1","215","5"
"5330","Early Vote",2955,708,708,"368","0","0","333","7"
"5330","Mail",2955,739,737,"484","3","3","236","11"
"5350","Totals",3395,2104,2091,"1362","12","2","683","32"
"5350","Election Day",3395,509,507,"272","2","0","220","13"
"5350","Early Vote",3395,689,689,"424","4","1","255","5"
"5350","Mail",3395,906,895,"666","6","1","208","14"
"5372","Totals",2423,1131,1127,"728","4","2","382","11"
"5372","Election Day",2423,236,236,"139","1","0","94","2"
"5372","Early Vote",2423,395,395,"232","1","0","159","3"
"5372","Mail",2423,500,496,"357","2","2","129","6"
"5384","Totals",2155,1313,1307,"883","4","1","402","17"
"5384","Election Day",2155,272,271,"171","1","1","95","3"
"5384","Early Vote",2155,458,458,"273","2","0","182","1"
"5384","Mail",2155,583,578,"439","1","0","125","13"
"5395","Totals",792,619,616,"308","4","1","295","8"
"5395","Election Day",792,68,68,"36","0","1","29","2"
"5395","Early Vote",792,188,187,"57","1","0","129","0"
"5395","Mail",792,363,361,"215","3","0","137","6"
"5403","Totals",439,263,263,"156","3","0","99","5"
"5403","Election Day",439,86,86,"45","0","0","38","3"
"5403","Early Vote",439,73,73,"41","0","0","31","1"
"5403","Mail",439,104,104,"70","3","0","30","1"
"5405","Totals",3093,1758,1757,"1031","8","1","704","13"
"5405","Election Day",3093,491,490,"279","2","0","209","0"
"5405","Early Vote",3093,646,646,"339","3","0","298","6"
"5405","Mail",3093,621,621,"413","3","1","197","7"
"5412","Totals",3542,2130,2121,"1267","6","8","808","32"
"5412","Election Day",3542,530,530,"303","1","2","212","12"
"5412","Early Vote",3542,880,876,"473","0","2","394","7"
"5412","Mail",3542,720,715,"491","5","4","202","13"
"5417","Totals",2434,1536,1533,"863","7","0","649","14"
"5417","Election Day",2434,366,366,"201","3","0","160","2"
"5417","Early Vote",2434,608,607,"297","0","0","308","2"
"5417","Mail",2434,562,560,"365","4","0","181","10"
"5425","Totals",2835,1795,1792,"1042","4","2","723","21"
"5425","Election Day",2835,464,463,"241","1","1","215","5"
"5425","Early Vote",2835,554,554,"277","0","0","273","4"
"5425","Mail",2835,777,775,"524","3","1","235","12"
"5500","Totals",0,0,0,"0","0","0","0","0"
"5500","Election Day",0,0,0,"0","0","0","0","0"
"5500","Early Vote",0,0,0,"0","0","0","0","0"
"5500","Mail",0,0,0,"0","0","0","0","0"
"5501","Totals",1018,789,786,"329","4","2","448","3"
"5501","Election Day",1018,118,118,"54","2","0","61","1"
"5501","Early Vote",1018,337,337,"89","0","0","248","0"
"5501","Mail",1018,334,331,"186","2","2","139","2"
"5503","Totals",0,0,0,"0","0","0","0","0"
"5503","Election Day",0,0,0,"0","0","0","0","0"
"5503","Early Vote",0,0,0,"0","0","0","0","0"
"5503","Mail",0,0,0,"0","0","0","0","0"
"5504","Totals",2597,1812,1804,"890","4","8","874","28"
"5504","Election Day",2597,373,373,"189","0","2","174","8"
"5504","Early Vote",2597,838,838,"360","1","1","466","10"
"5504","Mail",2597,601,593,"341","3","5","234","10"
"5506","Totals",0,0,0,"0","0","0","0","0"
"5506","Election Day",0,0,0,"0","0","0","0","0"
"5506","Early Vote",0,0,0,"0","0","0","0","0"
"5506","Mail",0,0,0,"0","0","0","0","0"
"5513","Totals",2915,1898,1893,"1029","7","5","825","27"
"5513","Election Day",2915,522,520,"266","4","1","241","8"
"5513","Early Vote",2915,754,753,"328","0","1","417","7"
"5513","Mail",2915,622,620,"435","3","3","167","12"
"5530","Totals",4835,4271,4261,"1465","15","1","2741","39"
"5530","Election Day",4835,371,371,"99","1","0","266","5"
"5530","Early Vote",4835,1249,1245,"287","3","0","944","11"
"5530","Mail",4835,2651,2645,"1079","11","1","1531","23"
"5531","Totals",612,454,454,"170","1","1","275","7"
"5531","Election Day",612,83,83,"34","0","0","49","0"
"5531","Early Vote",612,205,205,"58","0","1","144","2"
"5531","Mail",612,166,166,"78","1","0","82","5"
"5533","Totals",2243,1800,1797,"1066","5","3","699","24"
"5533","Election Day",2243,265,264,"135","0","1","125","3"
"5533","Early Vote",2243,768,768,"408","1","2","347","10"
"5533","Mail",2243,767,765,"523","4","0","227","11"
"5539","Totals",0,0,0,"0","0","0","0","0"
"5539","Election Day",0,0,0,"0","0","0","0","0"
"5539","Early Vote",0,0,0,"0","0","0","0","0"
"5539","Mail",0,0,0,"0","0","0","0","0"
"5540","Totals",0,0,0,"0","0","0","0","0"
"5540","Election Day",0,0,0,"0","0","0","0","0"
"5540","Early Vote",0,0,0,"0","0","0","0","0"
"5540","Mail",0,0,0,"0","0","0","0","0"
"5542","Totals",1024,512,508,"327","0","2","175","4"
"5542","Election Day",1024,169,169,"102","0","1","64","2"
"5542","Early Vote",1024,144,143,"92","0","0","50","1"
"5542","Mail",1024,199,196,"133","0","1","61","1"
"5543","Totals",766,296,294,"194","1","1","95","3"
"5543","Election Day",766,103,103,"67","0","1","34","1"
"5543","Early Vote",766,80,80,"50","0","0","29","1"
"5543","Mail",766,113,111,"77","1","0","32","1"
"5545","Totals",1387,632,630,"391","0","4","225","10"
"5545","Election Day",1387,158,158,"95","0","2","59","2"
"5545","Early Vote",1387,174,173,"100","0","0","73","0"
"5545","Mail",1387,300,299,"196","0","2","93","8"
"5547","Totals",230,201,201,"58","0","1","139","3"
"5547","Election Day",230,29,29,"1","0","1","27","0"
"5547","Early Vote",230,83,83,"7","0","0","74","2"
"5547","Mail",230,89,89,"50","0","0","38","1"
"5550","Totals",885,775,774,"298","2","1","463","10"
"5550","Election Day",885,132,132,"42","1","0","88","1"
"5550","Early Vote",885,318,317,"91","0","1","223","2"
"5550","Mail",885,325,325,"165","1","0","152","7"
"5554","Totals",1856,1312,1309,"697","6","0","589","17"
"5554","Election Day",1856,223,223,"115","1","0","103","4"
"5554","Early Vote",1856,570,570,"259","0","0","303","8"
"5554","Mail",1856,519,516,"323","5","0","183","5"
"5556","Totals",2755,2201,2201,"768","3","1","1405","24"
"5556","Election Day",2755,412,412,"121","2","0","285","4"
"5556","Early Vote",2755,989,989,"226","0","0","757","6"
"5556","Mail",2755,800,800,"421","1","1","363","14"
"5560","Totals",2347,1642,1641,"940","6","2","680","13"
"5560","Election Day",2347,251,251,"131","2","0","115","3"
"5560","Early Vote",2347,537,537,"264","1","1","270","1"
"5560","Mail",2347,854,853,"545","3","1","295","9"
"5561","Totals",2,1,1,"*","*","*","*","*"
"5561","Election Day",2,0,0,"0","0","0","0","0"
"5561","Early Vote",2,0,0,"0","0","0","0","0"
"5561","Mail",2,1,1,"*","*","*","*","*"
"5562","Totals",0,0,0,"0","0","0","0","0"
"5562","Election Day",0,0,0,"0","0","0","0","0"
"5562","Early Vote",0,0,0,"0","0","0","0","0"
"5562","Mail",0,0,0,"0","0","0","0","0"
"5563","Totals",2066,947,942,"607","1","2","321","11"
"5563","Election Day",2066,299,298,"185","0","1","110","2"
"5563","Early Vote",2066,285,285,"167","0","1","114","3"
"5563","Mail",2066,363,359,"255","1","0","97","6"
"5565","Totals",2292,1322,1317,"800","9","0","487","21"
"5565","Election Day",2292,379,379,"199","4","0","169","7"
"5565","Early Vote",2292,415,415,"224","2","0","187","2"
"5565","Mail",2292,528,523,"377","3","0","131","12"
"5566","Totals",3643,2545,2538,"1359","6","8","1134","31"
"5566","Election Day",3643,507,507,"226","2","2","266","11"
"5566","Early Vote",3643,839,838,"366","3","2","465","2"
"5566","Mail",3643,1199,1193,"767","1","4","403","18"
"5569","Totals",2845,2005,2002,"1073","6","6","895","22"
"5569","Election Day",2845,458,458,"206","1","0","243","8"
"5569","Early Vote",2845,693,693,"300","0","5","384","4"
"5569","Mail",2845,854,851,"567","5","1","268","10"
"5570","Totals",3640,1933,1922,"1117","6","3","781","15"
"5570","Election Day",3640,411,411,"232","2","0","173","4"
"5570","Early Vote",3640,527,525,"258","2","0","263","2"
"5570","Mail",3640,995,986,"627","2","3","345","9"
"5571","Totals",1931,1002,998,"552","3","2","433","8"
"5571","Election Day",1931,310,310,"166","0","1","139","4"
"5571","Early Vote",1931,283,283,"135","1","0","146","1"
"5571","Mail",1931,409,405,"251","2","1","148","3"
"5572","Totals",2400,1397,1393,"791","12","1","574","15"
"5572","Election Day",2400,407,406,"207","8","0","183","8"
"5572","Early Vote",2400,440,439,"209","1","0","225","4"
"5572","Mail",2400,550,548,"375","3","1","166","3"
"5577","Totals",1091,627,627,"337","1","1","275","13"
"5577","Election Day",1091,170,170,"83","1","1","81","4"
"5577","Early Vote",1091,252,252,"115","0","0","135","2"
"5577","Mail",1091,205,205,"139","0","0","59","7"
"5578","Totals",1791,990,987,"565","6","0","401","15"
"5578","Election Day",1791,258,258,"138","4","0","111","5"
"5578","Early Vote",1791,349,348,"173","0","0","171","4"
"5578","Mail",1791,383,381,"254","2","0","119","6"
"5581","Totals",2572,804,804,"574","5","1","215","9"
"5581","Election Day",2572,277,277,"205","2","0","64","6"
"5581","Early Vote",2572,203,203,"127","2","1","71","2"
"5581","Mail",2572,324,324,"242","1","0","80","1"
"5582","Totals",2176,900,893,"554","4","2","320","13"
"5582","Election Day",2176,205,204,"114","2","1","86","1"
"5582","Early Vote",2176,273,272,"160","0","0","109","3"
"5582","Mail",2176,422,417,"280","2","1","125","9"
"5583","Totals",1990,682,681,"427","0","1","246","7"
"5583","Election Day",1990,184,183,"109","0","0","70","4"
"5583","Early Vote",1990,197,197,"115","0","0","80","2"
"5583","Mail",1990,301,301,"203","0","1","96","1"
"5584","Totals",1175,643,642,"450","5","0","180","7"
"5584","Election Day",1175,177,177,"120","2","0","52","3"
"5584","Early Vote",1175,225,225,"156","2","0","65","2"
"5584","Mail",1175,241,240,"174","1","0","63","2"
"5585","Totals",1755,844,843,"557","6","0","267","13"
"5585","Election Day",1755,221,221,"139","2","0","77","3"
"5585","Early Vote",1755,256,256,"157","0","0","96","3"
"5585","Mail",1755,367,366,"261","4","0","94","7"
"5586","Totals",1777,779,778,"482","3","1","276","16"
"5586","Election Day",1777,212,212,"120","1","0","82","9"
"5586","Early Vote",1777,258,258,"151","1","0","105","1"
"5586","Mail",1777,309,308,"211","1","1","89","6"
"5587","Totals",3403,2161,2156,"1255","6","4","860","31"
"5587","Election Day",3403,485,483,"248","0","2","223","10"
"5587","Early Vote",3403,657,657,"350","1","1","302","3"
"5587","Mail",3403,1019,1016,"657","5","1","335","18"
"5589","Totals",788,464,463,"170","2","2","286","3"
"5589","Election Day",788,84,84,"32","1","0","51","0"
"5589","Early Vote",788,130,130,"38","0","0","91","1"
"5589","Mail",788,250,249,"100","1","2","144","2"
"5590","Totals",0,0,0,"0","0","0","0","0"
"5590","Election Day",0,0,0,"0","0","0","0","0"
"5590","Early Vote",0,0,0,"0","0","0","0","0"
"5590","Mail",0,0,0,"0","0","0","0","0"
"5591","Totals",923,504,503,"298","2","0","197","6"
"5591","Election Day",923,122,122,"67","1","0","52","2"
"5591","Early Vote",923,153,153,"82","1","0","70","0"
"5591","Mail",923,229,228,"149","0","0","75","4"
"5593","Totals",2335,1575,1566,"890","3","5","647","21"
"5593","Election Day",2335,315,315,"140","3","2","165","5"
"5593","Early Vote",2335,558,556,"277","0","1","276","2"
"5593","Mail",2335,702,695,"473","0","2","206","14"
"5597","Totals",2836,1327,1324,"858","9","2","438","17"
"5597","Election Day",2836,435,435,"269","3","2","156","5"
"5597","Early Vote",2836,368,367,"206","2","0","158","1"
"5597","Mail",2836,524,522,"383","4","0","124","11"
"5603","Totals",1143,768,767,"406","0","2","353","6"
"5603","Election Day",1143,217,217,"105","0","0","111","1"
"5603","Early Vote",1143,252,252,"96","0","1","153","2"
"5603","Mail",1143,299,298,"205","0","1","89","3"
"5612","Totals",3320,1926,1918,"1151","8","4","734","21"
"5612","Election Day",3320,563,561,"339","2","0","216","4"
"5612","Early Vote",3320,693,691,"343","3","1","340","4"
"5612","Mail",3320,670,666,"469","3","3","178","13"
"5615","Totals",466,270,267,"142","1","0","124","0"
"5615","Election Day",466,69,68,"36","0","0","32","0"
"5615","Early Vote",466,104,104,"47","0","0","57","0"
"5615","Mail",466,97,95,"59","1","0","35","0"
"5620","Totals",3167,1729,1726,"1068","7","5","631","15"
"5620","Election Day",3167,399,399,"240","1","1","152","5"
"5620","Early Vote",3167,492,492,"235","1","0","256","0"
"5620","Mail",3167,838,835,"593","5","4","223","10"
"5622","Totals",2771,1437,1434,"840","5","7","566","16"
"5622","Election Day",2771,403,403,"211","1","2","181","8"
"5622","Early Vote",2771,419,419,"206","0","2","210","1"
"5622","Mail",2771,615,612,"423","4","3","175","7"
"5624","Totals",1111,726,725,"389","3","2","327","4"
"5624","Election Day",1111,188,188,"84","1","1","102","0"
"5624","Early Vote",1111,231,231,"101","0","0","130","0"
"5624","Mail",1111,307,306,"204","2","1","95","4"
"5625","Totals",3523,1987,1979,"1097","12","1","843","26"
"5625","Election Day",3523,586,586,"282","5","1","292","6"
"5625","Early Vote",3523,601,599,"263","3","0","329","4"
"5625","Mail",3523,800,794,"552","4","0","222","16"
"5633","Totals",1486,643,641,"378","2","0","256","5"
"5633","Election Day",1486,214,214,"125","1","0","86","2"
"5633","Early Vote",1486,161,161,"74","0","0","87","0"
"5633","Mail",1486,268,266,"179","1","0","83","3"
"5634","Totals",786,456,454,"249","3","0","193","9"
"5634","Election Day",786,140,140,"71","0","0","67","2"
"5634","Early Vote",786,133,133,"63","3","0","65","2"
"5634","Mail",786,183,181,"115","0","0","61","5"
"5635","Totals",1986,1172,1171,"684","0","2","470","15"
"5635","Election Day",1986,311,311,"153","0","0","155","3"
"5635","Early Vote",1986,396,396,"206","0","1","186","3"
"5635","Mail",1986,465,464,"325","0","1","129","9"
"5652","Totals",1274,1100,1096,"347","1","5","728","15"
"5652","Election Day",1274,142,141,"24","0","1","115","1"
"5652","Early Vote",1274,402,402,"87","0","0","313","2"
"5652","Mail",1274,556,553,"236","1","4","300","12"
"6000","Totals",71,59,58,"24","0","0","33","1"
"6000","Election Day",71,4,4,"*","*","*","*","*"
"6000","Early Vote",71,23,23,"3","0","0","20","0"
"6000","Mail",71,32,31,"19","0","0","12","0"
"6001","Totals",5841,4738,4730,"2289","14","2","2366","59"
"6001","Election Day",5841,785,784,"298","5","0","471","10"
"6001","Early Vote",5841,1679,1679,"612","1","1","1054","11"
"6001","Mail",5841,2274,2267,"1379","8","1","841","38"
"6003","Totals",1129,1025,1022,"455","3","0","551","13"
"6003","Election Day",1129,46,46,"27","0","0","19","0"
"6003","Early Vote",1129,344,344,"93","0","0","248","3"
"6003","Mail",1129,635,632,"335","3","0","284","10"
"6004","Totals",1629,1482,1481,"620","4","0","840","17"
"6004","Election Day",1629,69,69,"24","0","0","45","0"
"6004","Early Vote",1629,485,485,"150","0","0","333","2"
"6004","Mail",1629,928,927,"446","4","0","462","15"
"6007","Totals",2196,1581,1579,"739","5","4","816","15"
"6007","Election Day",2196,295,295,"128","3","2","156","6"
"6007","Early Vote",2196,604,604,"200","0","0","401","3"
"6007","Mail",2196,682,680,"411","2","2","259","6"
"6009","Totals",1773,1253,1248,"571","3","3","661","10"
"6009","Election Day",1773,184,183,"79","0","0","101","3"
"6009","Early Vote",1773,519,519,"182","1","2","331","3"
"6009","Mail",1773,550,546,"310","2","1","229","4"
"6011","Totals",1131,753,752,"377","4","2","357","12"
"6011","Election Day",1131,141,141,"75","0","1","63","2"
"6011","Early Vote",1131,279,279,"99","3","1","174","2"
"6011","Mail",1131,333,332,"203","1","0","120","8"
"6012","Totals",1120,773,771,"353","4","0","406","8"
"6012","Election Day",1120,140,140,"67","2","0","69","2"
"6012","Early Vote",1120,305,304,"91","2","0","209","2"
"6012","Mail",1120,328,327,"195","0","0","128","4"
"6013","Totals",76,22,22,"12","0","0","10","0"
"6013","Election Day",76,5,5,"*","*","*","*","*"
