"Precinct","Tally Type","Registration","Turnout","Total Votes","Harris, Kamala D.","Oliver, Chase","Skousen, Joel","Trump, Donald J.","None of These Candidates"
"2662","Early Vote",2599,912,912,"307","2","1","593","9"
"2662","Mail",2599,701,701,"431","3","1","256","10"
"2663","Totals",2470,2031,2030,"687","3","3","1314","23"
"2663","Election Day",2470,289,289,"86","2","0","199","2"
"2663","Early Vote",2470,1036,1036,"245","1","0","782","8"
"2663","Mail",2470,706,705,"356","0","3","333","13"
"2666","Totals",4294,3290,3287,"1784","17","4","1451","31"
"2666","Election Day",4294,590,589,"270","5","1","308","5"
"2666","Early Vote",4294,1344,1344,"612","2","1","720","9"
"2666","Mail",4294,1356,1354,"902","10","2","423","17"
"2673","Totals",239,205,205,"66","0","1","136","2"
"2673","Election Day",239,20,20,"4","0","0","16","0"
"2673","Early Vote",239,93,93,"16","0","0","76","1"
"2673","Mail",239,92,92,"46","0","1","44","1"
"2675","Totals",33,30,30,"11","0","0","19","0"
"2675","Election Day",33,2,2,"*","*","*","*","*"
"2675","Early Vote",33,7,7,"*","*","*","*","*"
"2675","Mail",33,21,21,"10","0","0","11","0"
"2676","Totals",35,32,31,"14","0","0","17","0"
"2676","Election Day",35,4,4,"*","*","*","*","*"
"2676","Early Vote",35,11,11,"3","0","0","8","0"
"2676","Mail",35,17,16,"11","0","0","5","0"
"2681","Totals",3,1,1,"*","*","*","*","*"
"2681","Election Day",3,0,0,"0","0","0","0","0"
"2681","Early Vote",3,1,1,"*","*","*","*","*"
"2681","Mail",3,0,0,"0","0","0","0","0"
"2682","Totals",2589,2067,2066,"802","6","4","1231","23"
"2682","Election Day",2589,265,265,"82","3","0","176","4"
"2682","Early Vote",2589,1034,1034,"304","1","0","723","6"
"2682","Mail",2589,768,767,"416","2","4","332","13"
"2683","Totals",4,4,4,"*","*","*","*","*"
"2683","Election Day",4,2,2,"*","*","*","*","*"
"2683","Early Vote",4,2,2,"*","*","*","*","*"
"2683","Mail",4,0,0,"0","0","0","0","0"
"2684","Totals",38,30,30,"5","0","0","25","0"
"2684","Election Day",38,0,0,"0","0","0","0","0"
"2684","Early Vote",38,19,19,"2","0","0","17","0"
"2684","Mail",38,11,11,"3","0","0","8","0"
"2685","Totals",0,0,0,"0","0","0","0","0"
"2685","Election Day",0,0,0,"0","0","0","0","0"
"2685","Early Vote",0,0,0,"0","0","0","0","0"
"2685","Mail",0,0,0,"0","0","0","0","0"
"2691","Totals",44,36,35,"8","0","0","27","0"
"2691","Election Day",44,4,4,"*","*","*","*","*"
"2691","Early Vote",44,13,13,"0","0","0","13","0"
"2691","Mail",44,19,18,"7","0","0","11","0"
"2693","Totals",142,97,97,"32","0","0","63","2"
"2693","Election Day",142,14,14,"4","0","0","10","0"
"2693","Early Vote",142,55,55,"16","0","0","37","2"
"2693","Mail",142,28,28,"12","0","0","16","0"
"2694","Totals",3,3,3,"*","*","*","*","*"
"2694","Election Day",3,0,0,"0","0","0","0","0"
"2694","Early Vote",3,0,0,"0","0","0","0","0"
"2694","Mail",3,3,3,"*","*","*","*","*"
"2695","Totals",2717,2074,2070,"849","8","2","1183","28"
"2695","Election Day",2717,376,374,"135","3","1","230","5"
"2695","Early Vote",2717,891,891,"267","3","1","612","8"
"2695","Mail",2717,807,805,"447","2","0","341","15"
"2696","Totals",59,49,49,"20","0","0","28","1"
"2696","Election Day",59,3,3,"*","*","*","*","*"
"2696","Early Vote",59,20,20,"3","0","0","17","0"
"2696","Mail",59,26,26,"16","0","0","9","1"
"2700","Totals",2211,1665,1661,"778","8","3","858","14"
"2700","Election Day",2211,267,267,"118","1","1","145","2"
"2700","Early Vote",2211,702,702,"269","3","1","422","7"
"2700","Mail",2211,696,692,"391","4","1","291","5"
"2703","Totals",6,6,6,"*","*","*","*","*"
"2703","Election Day",6,3,3,"*","*","*","*","*"
"2703","Early Vote",6,1,1,"*","*","*","*","*"
"2703","Mail",6,2,2,"*","*","*","*","*"
"2704","Totals",81,61,61,"21","0","0","40","0"
"2704","Election Day",81,9,9,"*","*","*","*","*"
"2704","Early Vote",81,37,37,"11","0","0","26","0"
"2704","Mail",81,15,15,"8","0","0","7","0"
"2706","Totals",2,2,2,"*","*","*","*","*"
"2706","Election Day",2,2,2,"*","*","*","*","*"
"2706","Early Vote",2,0,0,"0","0","0","0","0"
"2706","Mail",2,0,0,"0","0","0","0","0"
"2709","Totals",943,746,743,"335","0","0","396","12"
"2709","Election Day",943,97,97,"42","0","0","54","1"
"2709","Early Vote",943,325,324,"96","0","0","221","7"
"2709","Mail",943,324,322,"197","0","0","121","4"
"2710","Totals",3659,2484,2480,"1274","13","2","1156","35"
"2710","Election Day",3659,489,488,"239","2","1","243","3"
"2710","Early Vote",3659,926,926,"369","0","0","551","6"
"2710","Mail",3659,1069,1066,"666","11","1","362","26"
"2711","Totals",1913,1524,1519,"650","4","4","840","21"
"2711","Election Day",1913,239,238,"80","1","0","156","1"
"2711","Early Vote",1913,648,648,"210","1","0","429","8"
"2711","Mail",1913,637,633,"360","2","4","255","12"
"2715","Totals",2649,1715,1713,"964","8","2","710","29"
"2715","Election Day",2649,308,308,"152","0","0","151","5"
"2715","Early Vote",2649,730,730,"352","3","1","368","6"
"2715","Mail",2649,677,675,"460","5","1","191","18"
"2717","Totals",1761,1087,1085,"671","5","4","392","13"
"2717","Election Day",1761,279,279,"164","0","0","108","7"
"2717","Early Vote",1761,389,389,"213","3","2","171","0"
"2717","Mail",1761,419,417,"294","2","2","113","6"
"2720","Totals",693,316,316,"209","0","0","105","2"
"2720","Election Day",693,98,98,"69","0","0","29","0"
"2720","Early Vote",693,91,91,"55","0","0","35","1"
"2720","Mail",693,127,127,"85","0","0","41","1"
"2723","Totals",0,0,0,"0","0","0","0","0"
"2723","Election Day",0,0,0,"0","0","0","0","0"
"2723","Early Vote",0,0,0,"0","0","0","0","0"
"2723","Mail",0,0,0,"0","0","0","0","0"
"2724","Totals",2,1,1,"*","*","*","*","*"
"2724","Election Day",2,0,0,"0","0","0","0","0"
"2724","Early Vote",2,0,0,"0","0","0","0","0"
"2724","Mail",2,1,1,"*","*","*","*","*"
"2725","Totals",761,581,579,"69","0","1","501","8"
"2725","Election Day",761,322,322,"41","0","0","277","4"
"2725","Early Vote",761,135,135,"10","0","0","125","0"
"2725","Mail",761,124,122,"18","0","1","99","4"
"2726","Totals",2293,1812,1810,"317","10","2","1462","19"
"2726","Election Day",2293,736,736,"87","4","2","634","9"
"2726","Early Vote",2293,564,564,"57","0","0","506","1"
"2726","Mail",2293,512,510,"173","6","0","322","9"
"2730","Totals",3068,1957,1948,"1149","11","2","763","23"
"2730","Election Day",3068,425,424,"229","1","1","187","6"
"2730","Early Vote",3068,749,748,"388","1","1","352","6"
"2730","Mail",3068,783,776,"532","9","0","224","11"
"2731","Totals",2564,1927,1924,"696","6","7","1194","21"
"2731","Election Day",2564,430,430,"123","3","5","294","5"
"2731","Early Vote",2564,387,387,"55","0","0","332","0"
"2731","Mail",2564,1110,1107,"518","3","2","568","16"
"2733","Totals",3052,1575,1573,"958","6","4","584","21"
"2733","Election Day",3052,529,529,"320","3","4","196","6"
"2733","Early Vote",3052,482,482,"260","0","0","218","4"
"2733","Mail",3052,564,562,"378","3","0","170","11"
"2737","Totals",1340,810,810,"581","2","1","215","11"
"2737","Election Day",1340,216,216,"158","0","1","52","5"
"2737","Early Vote",1340,299,299,"205","0","0","92","2"
"2737","Mail",1340,295,295,"218","2","0","71","4"
"2740","Totals",2686,1049,1048,"661","3","2","369","13"
"2740","Election Day",2686,318,318,"207","1","1","104","5"
"2740","Early Vote",2686,323,323,"164","1","1","155","2"
"2740","Mail",2686,408,407,"290","1","0","110","6"
"2742","Totals",0,0,0,"0","0","0","0","0"
"2742","Election Day",0,0,0,"0","0","0","0","0"
"2742","Early Vote",0,0,0,"0","0","0","0","0"
"2742","Mail",0,0,0,"0","0","0","0","0"
"2743","Totals",3511,2144,2141,"1235","10","7","849","40"
"2743","Election Day",3511,687,686,"355","4","3","314","10"
"2743","Early Vote",3511,697,697,"344","2","3","339","9"
"2743","Mail",3511,760,758,"536","4","1","196","21"
"2746","Totals",1383,756,755,"417","4","2","325","7"
"2746","Election Day",1383,256,256,"137","2","0","115","2"
"2746","Early Vote",1383,244,243,"102","2","2","135","2"
"2746","Mail",1383,256,256,"178","0","0","75","3"
"2751","Totals",200,106,106,"54","1","0","48","3"
"2751","Election Day",200,27,27,"11","1","0","14","1"
"2751","Early Vote",200,22,22,"12","0","0","10","0"
"2751","Mail",200,57,57,"31","0","0","24","2"
"2752","Totals",2954,1362,1358,"926","2","6","406","18"
"2752","Election Day",2954,485,484,"326","0","4","148","6"
"2752","Early Vote",2954,373,373,"230","0","1","142","0"
"2752","Mail",2954,504,501,"370","2","1","116","12"
"2770","Totals",145,75,75,"56","0","0","17","2"
"2770","Election Day",145,57,57,"43","0","0","13","1"
"2770","Early Vote",145,1,1,"*","*","*","*","*"
"2770","Mail",145,17,17,"12","0","0","4","1"
"2775","Totals",3827,3566,3557,"1309","4","5","2194","45"
"2775","Election Day",3827,360,360,"84","0","0","274","2"
"2775","Early Vote",3827,793,793,"131","0","1","659","2"
"2775","Mail",3827,2413,2404,"1094","4","4","1261","41"
"2776","Totals",3365,2990,2987,"994","12","5","1928","48"
"2776","Election Day",3365,465,465,"126","3","1","328","7"
"2776","Early Vote",3365,626,626,"92","0","0","530","4"
"2776","Mail",3365,1899,1896,"776","9","4","1070","37"
"3000","Totals",2379,1402,1400,"832","4","5","544","15"
"3000","Election Day",2379,304,304,"178","1","1","120","4"
"3000","Early Vote",2379,546,544,"285","1","2","251","5"
"3000","Mail",2379,552,552,"369","2","2","173","6"
"3003","Totals",1954,1153,1149,"631","6","1","492","19"
"3003","Election Day",1954,234,234,"131","1","0","98","4"
"3003","Early Vote",1954,429,429,"185","3","0","237","4"
"3003","Mail",1954,490,486,"315","2","1","157","11"
"3004","Totals",0,0,0,"0","0","0","0","0"
"3004","Election Day",0,0,0,"0","0","0","0","0"
"3004","Early Vote",0,0,0,"0","0","0","0","0"
"3004","Mail",0,0,0,"0","0","0","0","0"
"3005","Totals",2,2,2,"*","*","*","*","*"
"3005","Election Day",2,0,0,"0","0","0","0","0"
"3005","Early Vote",2,0,0,"0","0","0","0","0"
"3005","Mail",2,2,2,"*","*","*","*","*"
"3006","Totals",523,405,405,"164","0","0","236","5"
"3006","Election Day",523,58,58,"15","0","0","43","0"
"3006","Early Vote",523,178,178,"51","0","0","126","1"
"3006","Mail",523,169,169,"98","0","0","67","4"
"3007","Totals",3247,1762,1758,"1043","16","2","672","25"
"3007","Election Day",3247,500,500,"295","8","0","189","8"
"3007","Early Vote",3247,621,621,"304","4","2","307","4"
"3007","Mail",3247,641,637,"444","4","0","176","13"
"3009","Totals",2869,1683,1677,"927","7","4","714","25"
"3009","Election Day",2869,387,387,"210","3","1","161","12"
"3009","Early Vote",2869,596,595,"255","2","1","333","4"
"3009","Mail",2869,700,695,"462","2","2","220","9"
"3011","Totals",2699,1809,1806,"891","5","3","883","24"
"3011","Election Day",2699,429,428,"204","4","1","214","5"
"3011","Early Vote",2699,692,692,"242","0","1","445","4"
"3011","Mail",2699,688,686,"445","1","1","224","15"
"3013","Totals",1771,1280,1279,"717","5","1","539","17"
"3013","Election Day",1771,278,278,"127","0","0","148","3"
"3013","Early Vote",1771,429,429,"204","1","0","221","3"
"3013","Mail",1771,573,572,"386","4","1","170","11"
"3014","Totals",2331,1783,1776,"866","4","2","887","17"
"3014","Election Day",2331,259,259,"115","1","0","140","3"
"3014","Early Vote",2331,773,772,"280","1","1","483","7"
"3014","Mail",2331,751,745,"471","2","1","264","7"
"3016","Totals",2384,1711,1709,"774","4","1","909","21"
"3016","Election Day",2384,262,262,"124","0","0","134","4"
"3016","Early Vote",2384,668,668,"244","0","0","417","7"
"3016","Mail",2384,781,779,"406","4","1","358","10"
"3017","Totals",3142,2431,2429,"1256","10","1","1137","25"
"3017","Election Day",3142,354,354,"152","3","0","193","6"
"3017","Early Vote",3142,1004,1003,"419","3","1","571","9"
"3017","Mail",3142,1073,1072,"685","4","0","373","10"
"3018","Totals",3210,2527,2524,"1243","7","1","1237","36"
"3018","Election Day",3210,336,336,"135","0","1","188","12"
"3018","Early Vote",3210,1017,1016,"365","5","0","637","9"
"3018","Mail",3210,1174,1172,"743","2","0","412","15"
"3021","Totals",3064,2313,2308,"1132","11","3","1123","39"
"3021","Election Day",3064,365,364,"151","0","2","204","7"
"3021","Early Vote",3064,942,942,"363","6","0","560","13"
"3021","Mail",3064,1006,1002,"618","5","1","359","19"
"3022","Totals",3410,2578,2577,"1207","10","5","1314","41"
"3022","Election Day",3410,401,401,"178","4","2","209","8"
"3022","Early Vote",3410,1090,1089,"369","4","1","703","12"
"3022","Mail",3410,1087,1087,"660","2","2","402","21"
"3027","Totals",3428,2414,2411,"1213","4","1","1169","24"
"3027","Election Day",3428,356,355,"176","1","0","176","2"
"3027","Early Vote",3428,971,971,"352","0","0","611","8"
"3027","Mail",3428,1087,1085,"685","3","1","382","14"
"3030","Totals",3209,2039,2032,"1049","8","3","946","26"
"3030","Election Day",3209,381,380,"206","1","2","164","7"
"3030","Early Vote",3209,821,819,"307","2","0","507","3"
"3030","Mail",3209,837,833,"536","5","1","275","16"
"3033","Totals",235,116,116,"69","1","0","46","0"
"3033","Election Day",235,28,28,"18","1","0","9","0"
"3033","Early Vote",235,35,35,"18","0","0","17","0"
"3033","Mail",235,53,53,"33","0","0","20","0"
"3034","Totals",973,507,507,"299","3","0","199","6"
"3034","Election Day",973,104,104,"53","0","0","51","0"
"3034","Early Vote",973,179,179,"78","1","0","98","2"
"3034","Mail",973,224,224,"168","2","0","50","4"
"3035","Totals",136,62,62,"44","0","1","17","0"
"3035","Election Day",136,19,19,"13","0","0","6","0"
"3035","Early Vote",136,5,5,"*","*","*","*","*"
"3035","Mail",136,38,38,"29","0","1","8","0"
"3036","Totals",1334,1121,1118,"540","6","1","559","12"
"3036","Election Day",1334,128,128,"46","0","0","81","1"
"3036","Early Vote",1334,438,438,"147","1","0","286","4"
"3036","Mail",1334,555,552,"347","5","1","192","7"
"3037","Totals",2868,2578,2574,"1271","4","3","1271","25"
"3037","Election Day",2868,226,225,"96","1","0","125","3"
"3037","Early Vote",2868,914,913,"350","1","2","557","3"
"3037","Mail",2868,1438,1436,"825","2","1","589","19"
"3038","Totals",258,126,125,"73","0","0","51","1"
"3038","Election Day",258,32,32,"12","0","0","20","0"
"3038","Early Vote",258,41,41,"24","0","0","16","1"
"3038","Mail",258,53,52,"37","0","0","15","0"
"3039","Totals",1858,1066,1064,"629","4","0","420","11"
"3039","Election Day",1858,298,298,"167","4","0","122","5"
"3039","Early Vote",1858,331,331,"168","0","0","162","1"
"3039","Mail",1858,437,435,"294","0","0","136","5"
"3040","Totals",2374,2165,2160,"927","6","3","1201","23"
"3040","Election Day",2374,173,173,"62","0","0","108","3"
"3040","Early Vote",2374,811,809,"232","1","0","570","6"
"3040","Mail",2374,1181,1178,"633","5","3","523","14"
"3041","Totals",153,86,86,"64","1","0","21","0"
"3041","Election Day",153,36,36,"30","0","0","6","0"
"3041","Early Vote",153,25,25,"16","0","0","9","0"
"3041","Mail",153,25,25,"18","1","0","6","0"
"3043","Totals",1669,1122,1107,"650","6","0","425","26"
"3043","Election Day",1669,196,196,"105","2","0","83","6"
"3043","Early Vote",1669,357,357,"191","0","0","162","4"
"3043","Mail",1669,569,554,"354","4","0","180","16"
"3045","Totals",1550,877,874,"466","3","5","385","15"
"3045","Election Day",1550,183,182,"83","2","0","90","7"
"3045","Early Vote",1550,314,312,"135","1","2","172","2"
"3045","Mail",1550,380,380,"248","0","3","123","6"
"3046","Totals",0,0,0,"0","0","0","0","0"
"3046","Election Day",0,0,0,"0","0","0","0","0"
"3046","Early Vote",0,0,0,"0","0","0","0","0"
"3046","Mail",0,0,0,"0","0","0","0","0"
"3047","Totals",10,7,7,"*","*","*","*","*"
"3047","Election Day",10,1,1,"*","*","*","*","*"
"3047","Early Vote",10,0,0,"0","0","0","0","0"
"3047","Mail",10,6,6,"*","*","*","*","*"
"3048","Totals",101,82,82,"25","0","0","57","0"
"3048","Election Day",101,9,9,"*","*","*","*","*"
"3048","Early Vote",101,51,51,"7","0","0","44","0"
"3048","Mail",101,22,22,"15","0","0","7","0"
"3050","Totals",1634,1424,1423,"433","7","1","959","23"
"3050","Election Day",1634,168,168,"58","0","0","108","2"
"3050","Early Vote",1634,785,784,"166","3","1","604","10"
"3050","Mail",1634,471,471,"209","4","0","247","11"
"3051","Totals",13,12,12,"7","0","0","5","0"
"3051","Election Day",13,0,0,"0","0","0","0","0"
"3051","Early Vote",13,5,5,"*","*","*","*","*"
"3051","Mail",13,7,7,"*","*","*","*","*"
"3053","Totals",8,5,5,"*","*","*","*","*"
"3053","Election Day",8,0,0,"0","0","0","0","0"
"3053","Early Vote",8,5,5,"*","*","*","*","*"
"3053","Mail",8,0,0,"0","0","0","0","0"
"3054","Totals",0,0,0,"0","0","0","0","0"
"3054","Election Day",0,0,0,"0","0","0","0","0"
"3054","Early Vote",0,0,0,"0","0","0","0","0"
"3054","Mail",0,0,0,"0","0","0","0","0"
"3055","Totals",3039,2333,2330,"1186","9","1","1105","29"
"3055","Election Day",3039,374,374,"158","0","0","210","6"
"3055","Early Vote",3039,944,944,"356","1","1","579","7"
"3055","Mail",3039,1015,1012,"672","8","0","316","16"
"3056","Totals",220,172,172,"50","0","0","121","1"
"3056","Election Day",220,24,24,"3","0","0","21","0"
"3056","Early Vote",220,75,75,"18","0","0","56","1"
"3056","Mail",220,73,73,"29","0","0","44","0"
"3057","Totals",779,704,703,"218","2","1","473","9"
"3057","Election Day",779,52,51,"18","1","0","30","2"
"3057","Early Vote",779,403,403,"80","1","0","320","2"
"3057","Mail",779,249,249,"120","0","1","123","5"
"3058","Totals",2189,1661,1659,"818","5","8","813","15"
"3058","Election Day",2189,355,355,"154","2","3","194","2"
"3058","Early Vote",2189,667,666,"260","1","1","402","2"
"3058","Mail",2189,639,638,"404","2","4","217","11"
"3059","Totals",3390,2677,2676,"1283","13","4","1347","29"
"3059","Election Day",3390,438,438,"193","5","0","232","8"
"3059","Early Vote",3390,1151,1151,"429","1","1","711","9"
"3059","Mail",3390,1088,1087,"661","7","3","404","12"
"3061","Totals",628,399,398,"264","3","1","125","5"
"3061","Election Day",628,150,150,"99","1","1","48","1"
"3061","Early Vote",628,111,111,"61","0","0","49","1"
"3061","Mail",628,138,137,"104","2","0","28","3"
"3062","Totals",3060,2227,2223,"1140","11","5","1042","25"
"3062","Election Day",3060,378,378,"162","3","1","209","3"
"3062","Early Vote",3060,858,857,"358","3","3","484","9"
"3062","Mail",3060,991,988,"620","5","1","349","13"
"3064","Totals",277,216,215,"87","0","0","124","4"
"3064","Election Day",277,21,21,"4","0","0","17","0"
"3064","Early Vote",277,120,120,"35","0","0","82","3"
"3064","Mail",277,75,74,"48","0","0","25","1"
"3065","Totals",37,32,32,"15","1","0","16","0"
"3065","Election Day",37,2,2,"*","*","*","*","*"
"3065","Early Vote",37,17,17,"7","1","0","9","0"
"3065","Mail",37,13,13,"6","0","0","7","0"
"3066","Totals",54,53,53,"21","0","0","32","0"
"3066","Election Day",54,0,0,"0","0","0","0","0"
"3066","Early Vote",54,29,29,"11","0","0","18","0"
"3066","Mail",54,24,24,"10","0","0","14","0"
"3067","Totals",121,107,106,"31","0","0","73","2"
"3067","Election Day",121,7,7,"*","*","*","*","*"
"3067","Early Vote",121,51,50,"7","0","0","41","2"
"3067","Mail",121,49,49,"24","0","0","25","0"
"3068","Totals",1138,819,817,"488","0","1","316","12"
"3068","Election Day",1138,143,143,"73","0","0","68","2"
"3068","Early Vote",1138,343,343,"186","0","0","154","3"
"3068","Mail",1138,333,331,"229","0","1","94","7"
"3069","Totals",256,115,115,"83","1","1","29","1"
"3069","Election Day",256,34,34,"24","1","1","8","0"
"3069","Early Vote",256,28,28,"17","0","0","11","0"
"3069","Mail",256,53,53,"42","0","0","10","1"
"3070","Totals",14,9,9,"*","*","*","*","*"
"3070","Election Day",14,0,0,"0","0","0","0","0"
"3070","Early Vote",14,5,5,"*","*","*","*","*"
"3070","Mail",14,4,4,"*","*","*","*","*"
"3071","Totals",641,538,538,"183","0","2","346","7"
"3071","Election Day",641,45,45,"16","0","0","29","0"
"3071","Early Vote",641,307,307,"79","0","1","226","1"
"3071","Mail",641,186,186,"88","0","1","91","6"
"3072","Totals",112,98,98,"43","0","0","54","1"
"3072","Election Day",112,10,10,"*","*","*","*","*"
"3072","Early Vote",112,48,48,"20","0","0","28","0"
"3072","Mail",112,40,40,"22","0","0","17","1"
"3074","Totals",1075,793,792,"441","2","1","339","9"
"3074","Election Day",1075,155,155,"75","0","0","78","2"
"3074","Early Vote",1075,299,299,"152","1","1","142","3"
"3074","Mail",1075,339,338,"214","1","0","119","4"
"3151","Totals",0,1,1,"*","*","*","*","*"
"3151","Election Day",0,1,1,"*","*","*","*","*"
"3151","Early Vote",0,0,0,"0","0","0","0","0"
"3151","Mail",0,0,0,"0","0","0","0","0"
"3152","Totals",93,78,78,"24","0","0","52","2"
"3152","Election Day",93,10,10,"*","*","*","*","*"
"3152","Early Vote",93,37,37,"7","0","0","30","0"
"3152","Mail",93,31,31,"16","0","0","15","0"
"3191","Totals",4,4,4,"*","*","*","*","*"
"3191","Election Day",4,0,0,"0","0","0","0","0"
"3191","Early Vote",4,1,1,"*","*","*","*","*"
"3191","Mail",4,3,3,"*","*","*","*","*"
"3217","Totals",2011,1522,1522,"773","6","3","717","23"
"3217","Election Day",2011,282,282,"125","2","0","146","9"
"3217","Early Vote",2011,620,620,"239","2","1","374","4"
"3217","Mail",2011,620,620,"409","2","2","197","10"
"3361","Totals",1768,1311,1308,"690","1","1","597","19"
"3361","Election Day",1768,190,189,"91","0","0","95","3"
"3361","Early Vote",1768,530,529,"211","0","0","315","3"
"3361","Mail",1768,591,590,"388","1","1","187","13"
"3363","Totals",2847,2362,2357,"1004","3","2","1310","38"
"3363","Election Day",2847,232,232,"86","1","0","140","5"
"3363","Early Vote",2847,968,968,"330","1","1","630","6"
"3363","Mail",2847,1162,1157,"588","1","1","540","27"
"3364","Totals",1941,1628,1626,"619","3","0","981","23"
"3364","Election Day",1941,164,164,"59","2","0","99","4"
"3364","Early Vote",1941,689,688,"196","1","0","484","7"
"3364","Mail",1941,775,774,"364","0","0","398","12"
"3366","Totals",3211,2655,2646,"1175","13","1","1413","44"
"3366","Election Day",3211,336,334,"138","3","1","182","10"
"3366","Early Vote",3211,1154,1153,"414","2","0","723","14"
"3366","Mail",3211,1165,1159,"623","8","0","508","20"
"3370","Totals",3279,2650,2646,"1397","11","0","1213","25"
"3370","Election Day",3279,382,381,"168","1","0","206","6"
"3370","Early Vote",3279,1131,1130,"496","1","0","630","3"
"3370","Mail",3279,1137,1135,"733","9","0","377","16"
"3373","Totals",4201,3421,3415,"1577","10","7","1775","46"
"3373","Election Day",4201,364,364,"160","3","0","191","10"
"3373","Early Vote",4201,1682,1680,"628","2","3","1034","13"
"3373","Mail",4201,1375,1371,"789","5","4","550","23"
"3374","Totals",2787,2200,2199,"1004","3","1","1168","23"
"3374","Election Day",2787,248,248,"98","0","1","146","3"
"3374","Early Vote",2787,1012,1011,"342","0","0","661","8"
"3374","Mail",2787,940,940,"564","3","0","361","12"
"3382","Totals",2403,1979,1976,"892","9","2","1051","22"
"3382","Election Day",2403,180,180,"69","1","0","106","4"
"3382","Early Vote",2403,955,954,"340","3","2","603","6"
"3382","Mail",2403,844,842,"483","5","0","342","12"
"3383","Totals",2487,2245,2238,"1018","4","5","1197","14"
"3383","Election Day",2487,138,138,"43","1","0","93","1"
"3383","Early Vote",2487,813,811,"254","3","2","550","2"
"3383","Mail",2487,1294,1289,"721","0","3","554","11"
"3385","Totals",1873,1584,1581,"773","4","3","779","22"
"3385","Election Day",1873,173,173,"67","0","1","100","5"
"3385","Early Vote",1873,726,724,"286","1","1","426","10"
"3385","Mail",1873,685,684,"420","3","1","253","7"
"3391","Totals",2305,1926,1918,"967","9","2","914","26"
"3391","Election Day",2305,201,201,"94","2","0","98","7"
"3391","Early Vote",2305,778,778,"295","0","0","477","6"
"3391","Mail",2305,947,939,"578","7","2","339","13"
"3392","Totals",1751,1394,1392,"643","3","3","715","28"
"3392","Election Day",1751,196,196,"65","1","1","126","3"
"3392","Early Vote",1751,609,607,"204","1","2","396","4"
"3392","Mail",1751,589,589,"374","1","0","193","21"
"3414","Totals",1226,1076,1076,"464","7","1","581","23"
"3414","Election Day",1226,109,109,"47","1","0","59","2"
"3414","Early Vote",1226,465,465,"152","2","0","305","6"
"3414","Mail",1226,502,502,"265","4","1","217","15"
"3417","Totals",2386,1794,1793,"969","8","1","795","20"
"3417","Election Day",2386,337,337,"171","2","1","157","6"
"3417","Early Vote",2386,683,683,"288","1","0","391","3"
"3417","Mail",2386,774,773,"510","5","0","247","11"
"3418","Totals",797,647,645,"276","2","0","356","11"
"3418","Election Day",797,93,93,"35","0","0","58","0"
"3418","Early Vote",797,295,295,"98","0","0","194","3"
"3418","Mail",797,259,257,"143","2","0","104","8"
"3433","Totals",2,2,2,"*","*","*","*","*"
"3433","Election Day",2,1,1,"*","*","*","*","*"
"3433","Early Vote",2,0,0,"0","0","0","0","0"
"3433","Mail",2,1,1,"*","*","*","*","*"
"3435","Totals",3134,2338,2336,"1211","9","4","1083","29"
"3435","Election Day",3134,465,465,"237","3","1","217","7"
"3435","Early Vote",3134,938,938,"366","0","1","563","8"
"3435","Mail",3134,935,933,"608","6","2","303","14"
"3439","Totals",2,2,2,"*","*","*","*","*"
"3439","Election Day",2,0,0,"0","0","0","0","0"
"3439","Early Vote",2,1,1,"*","*","*","*","*"
"3439","Mail",2,1,1,"*","*","*","*","*"
"3457","Totals",4,3,3,"*","*","*","*","*"
"3457","Election Day",4,2,2,"*","*","*","*","*"
"3457","Early Vote",4,1,1,"*","*","*","*","*"
"3457","Mail",4,0,0,"0","0","0","0","0"
"3464","Totals",2336,1945,1941,"852","3","1","1063","22"
"3464","Election Day",2336,204,204,"77","0","1","121","5"
"3464","Early Vote",2336,855,854,"278","1","0","567","8"
"3464","Mail",2336,886,883,"497","2","0","375","9"
"3518","Totals",15,14,14,"1","0","0","12","1"
"3518","Election Day",15,0,0,"0","0","0","0","0"
"3518","Early Vote",15,7,7,"*","*","*","*","*"
"3518","Mail",15,7,7,"*","*","*","*","*"
"3532","Totals",33,25,25,"3","0","0","22","0"
"3532","Election Day",33,4,4,"*","*","*","*","*"
"3532","Early Vote",33,7,7,"*","*","*","*","*"
"3532","Mail",33,14,14,"1","0","0","13","0"
"3535","Totals",24,23,23,"6","0","0","17","0"
"3535","Election Day",24,4,4,"*","*","*","*","*"
"3535","Early Vote",24,14,14,"2","0","0","12","0"
"3535","Mail",24,5,5,"*","*","*","*","*"
"3537","Totals",0,0,0,"0","0","0","0","0"
"3537","Election Day",0,0,0,"0","0","0","0","0"
"3537","Early Vote",0,0,0,"0","0","0","0","0"
"3537","Mail",0,0,0,"0","0","0","0","0"
"3540","Totals",616,521,520,"156","0","2","358","4"
"3540","Election Day",616,53,53,"10","0","0","43","0"
"3540","Early Vote",616,226,226,"34","0","1","189","2"
"3540","Mail",616,242,241,"112","0","1","126","2"
"3544","Totals",1478,1261,1256,"510","5","3","722","16"
"3544","Election Day",1478,157,157,"55","0","0","100","2"
"3544","Early Vote",1478,599,598,"195","1","1","397","4"
"3544","Mail",1478,505,501,"260","4","2","225","10"
"3545","Totals",0,0,0,"0","0","0","0","0"
"3545","Election Day",0,0,0,"0","0","0","0","0"
"3545","Early Vote",0,0,0,"0","0","0","0","0"
